label_str,ltable_id,rtable_id,label,id_x,title_x,manufacturer_x,price_x,id_y,title_y,manufacturer_y,price_y
Yes,265,331,1,265,adobe indesign cs3 [ mac ],adobe,699.0,331,adobe indesign cs3 for mac,,725.99
Yes,1173,899,1,1173,amazing spider-man complete comic book collection win/mac,git corp,49.99,899,git amazing spider-man the complete collection dvd-rom,,42.99
No,452,25,0,452,adobe after effects cs3,adobe,999.0,25,25510587 adobe after effects cs3 professional complete package 1 user dvd win c,,1054.23
No,208,50,0,208,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,50,633808105020 wasp bar code labeler complete package 3 users cd win english,,195.77
Yes,491,2427,1,491,hollywood volume 1,yamaha,31.95,2427,phillip keveren 501056 hollywood volume 1,,23.59
Yes,1038,2339,1,1038,printmaster 17 gold by encore software,encore software,30.66,2339,encore software 10478 encore printmaster v. 17.0 gold complete product creativity application 1 user ( s ) complete product standard pc,,17.97
Yes,708,404,1,708,alliance future combat,strategy first,19.99,404,strategy first inc. alliance future combat,,16.37
Yes,1236,1347,1,1236,pc cakewalk guitar tracks pro 3,cakewalk,149.99,1347,cakewalk guitar tracks pro 3 music production software,,99.0
No,511,1473,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,1473,publisher 2007 upgrade microsoft 164-04052,,69.71
Yes,83,1622,1,83,scratches : directors cut,got game,19.99,1622,got game entertainment exclusive 00050 scratches : directors cut,,15.58
Yes,863,208,1,863,cubase se3 educational edition,steinberg,,208,steinberg software cubase se 3.0 educational edition,,145.73
Yes,899,2933,1,899,onone genuine fractals 5 full 1u,onone software,159.95,2933,onone software inc. gfs-50211 genuine fractals 5 full 1u,,148.97
Yes,687,249,1,687,grisoft avg anti-virus & anti-spyware 2 year subscription,grisoft,39.95,249,grisoft avg anti-virus & anti-spyware,,32.29
Yes,1343,645,1,1343,liquid ledger personal finance,csdc,79.99,645,csdc liquid ledger personal finance modeless software,,71.01
Yes,1239,505,1,1239,close quarters conflict,groove media,19.99,505,groove media inc close quarters conflict,,16.37
Yes,64,2121,1,64,kids power fun for kids,topics entertainment,19.99,2121,kids power fun for kids,,15.9
Yes,107,1696,1,107,photoshop elements 5 and premiere elements 3 bundle win minibox ( 29180248 ),adobe,242.62,1696,adobe systems inc 29180248 adobe photoshop elements 5.0 / premiere elements 3.0,,139.51
Yes,320,2329,1,320,quicken 2007 premier,intuit,79.95,2329,intuit quicken premier 2007 software for windows tax & finance software,,73.95
Yes,939,2274,1,939,bias peak pro 5 macintosh ),bias,599.0,2274,bias peak pro 5 software music production software,,499.0
Yes,944,2276,1,944,registry mechanic by encore software,encore software,46.52,2276,encore software 10599 encore registry mechanic v. 5.1 complete product utility 1 user ( s ) complete product standard pc,,25.97
Yes,653,313,1,653,3d home architect home design deluxe version 9,encore,29.99,313,encore inc 3d home architect home design deluxe version 9,,25.49
No,202,734,0,202,the computrace lojack for laptops computer tracking and loss control solution by,lenovo,,734,lfl-n2-12 computrace lojack for laptops subscription package 1 year 1 notebook m,,39.95
Yes,759,393,1,759,humorous greeting card factory,nova development,29.99,393,nova development corp humorous greeting card factory,,28.3
Yes,632,924,1,632,microsoft windows xp professional full version with sp2,microsoft,299.99,924,microsoft windows xp pro oem sp2 no open box returns,,149.99
Yes,916,2557,1,916,professor fuji 's sudoku ( jewel case ),encore software,9.99,2557,encore software 10313 professor fujis sudoku ( win 98 me 2000 xp ),,8.27
Yes,751,347,1,751,project x project management software,marware,199.95,347,marware project x project management software,,179.99
No,991,2804,0,991,instant immersion spanish audio deluxe,topics entertainment,39.95,2804,instant immersion spanish deluxe 2.0 topics,,39.99
No,274,845,0,274,instant immersion italian 2.0,topics entertainment,29.99,845,topics entertainment instant immersion italian 2.0,,17.55
Yes,1212,548,1,1212,math success deluxe 2008,topics entertainment,49.99,548,topics entertainment math success deluxe 2008,,31.06
Yes,1148,2192,1,1148,sibelius 4 professional edition,sibelius-software-ltd .,599.99,2192,sibelius sibelius 4 software music production software,sibelius-software-ltd .,449.95
No,705,2752,0,705,professional home design suite platinum,punch ! software,99.95,2752,punch software 35100 punch ! professional home design suite ( small box ),punch software,62.99
No,599,2227,0,599,instant immersion french deluxe 2.0,topics entertainment,49.99,2227,topics entertainment 80542 instant immersion french 2.0 781735805428,,18.2
No,1018,2079,0,1018,wheel of fortune deluxe,encore,19.99,2079,encore software 14131 wheel of fortune deluxe,,17.97
Yes,838,2714,1,838,computrace lojack for laptops 3 year license ( mac ),absolute software,99.95,2714,absolute software lfl-m2-36 computrace lojack for laptops 3 year license mac 10.2 or higher,,80.97
Yes,1162,2109,1,1162,motu digital performer 5 digital audio software competitive upgrade ( mac only ),motu,395.0,2109,motu digital performer dp5 software music production software,,319.95
Yes,1042,2352,1,1042,genuine fractals print pro 4.1 sharpener pro 2.0,onone software,,2352,onone software inc. gfn-42001 genuine fractals print pro v. 4.1 with nik sharpener pro 2.0 license standard license pc mac,,320.97
No,505,1762,0,505,norton internet security mac 3.0 [ antivirus firewall privacy controls iclean ],symantec,99.95,1762,norton internet security ( v3 .0 ) mac symantec 10069614-in,,83.43
Yes,118,1771,1,118,crystal reports xi professional edition,business objects,495.0,1771,business objects crystal reports xi,,459.99
Yes,1106,956,1,1106,zend studio 5.1 ( win/mac ),zend-technologies-inc .,299.0,956,zend studio 5.1 php integrated development environment,zend-technologies-inc .,249.0
Yes,1357,614,1,1357,photostory on cd & dvd 5,magix entertainment,19.99,614,magix entertainment corp. photostory on cd & dvd 5,,17.55
No,554,260,0,554,instant immersion german deluxe 2.0,topics entertainment,39.99,260,topics entertainment instant immersion german 2.0,,17.55
Yes,684,244,1,684,route 66 route canada ( french ),csdc,,244,csdc route 66 route canada ( french ),,35.98
Yes,698,414,1,698,morpheus photo animation suite,smith-micro-software-inc .,49.99,414,allume morpheus photo animation suite,smith-micro-software-inc .,41.99
Yes,661,242,1,661,adobe cs3 design standard macosx dvd,adobe,399.0,242,adobe cs3 design standard academic,,385.99
Yes,958,2445,1,958,onone plug-in suite 3 for adobe photoshop,onone software,399.95,2445,onone software pps-30211 on1 plug-in suite v. 3.0 for adobe photoshop complete product image collection/editing/archive complete product pc mac intel-based mac,,365.97
Yes,1309,662,1,1309,academy award winners,yamaha,31.95,662,bobby walters academy award winners,,23.59
Yes,1207,538,1,1207,stuffit deluxe 11,aladdin systems,49.99,538,allume systems inc stuffit deluxe 11,,42.74
Yes,621,289,1,621,entertainment partners budgeting ( mac ),entertainment partners,699.0,289,entertainment partners ep budgeting for film,,415.99
Yes,973,2214,1,973,computrace lojack for laptops : 1 year subscription,absolute software,49.99,2214,absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ),,41.97
Yes,117,1790,1,117,hidden expedition : titanic,activision,19.99,1790,hidden expedition : titanic,,15.5
No,741,465,0,741,illustrator cs3 13 mac ed 1u,adobe-education-box,199.0,465,adobe illustrator cs3 for mac,,619.99
No,209,128,0,209,ibm rational clearcase lt v. 6.0.0 media vol passport passport adva,ibm,,128,bt00nna ibm rational clearcase lt v. 6.0.0 media cd win hp-ux solaris en,,108.95
No,1159,1844,0,1159,nero 7 ultra edition enhanced pc & home entrmnt soln,neso usa,99.99,1844,70009 nero ultra edition enhanced v. 7 complete package 1 user cd win,,87.76
Yes,414,2875,1,414,web radio recorder,magix entertainment,,2875,magix webradio recorder ( pc ) magix entertainment,,24.99
Yes,660,235,1,660,usa/world extreme landscapes bundle,abacus,39.95,235,abacus usa/world extreme landscapes bundle,,38.43
No,975,734,0,975,computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,734,lfl-n2-12 computrace lojack for laptops subscription package 1 year 1 notebook m,,39.95
Yes,1096,2460,1,1096,apple remote desktop 2.2 10 client ( old version ),apple,299.0,2460,apple software m9953z/a remote desktop 2.2 10 client,apple software,294.99
No,1326,2909,0,1326,jumpstart world 2nd grade,knowledge adventure,19.99,2909,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure,,19.99
Yes,1347,598,1,1347,phonics success essentials : grades 7-9,topics education,19.99,598,topics entertainment phonics success essentials,,17.55
Yes,89,1616,1,89,everquest : titanium,sony-creative-software,19.95,1616,sony online entertainment inc 41032 everquest : titanium win 2000 xp,sony-creative-software,23.09
Yes,325,3110,1,325,cross stitch design studio ( jewel case ),m-and-r-technologies,9.99,3110,cross stitch design studio ( jewel case ) ( 8006 ),m-and-r-technologies,9.59
No,669,2638,0,669,printmaster gold v 17.0,encore software,19.99,2638,printmaster gold v 17.0 ( win 98 me 2000 xp ),,19.95
No,1258,1048,0,1258,punch ! home design architectura series 18,punch ! software,129.99,1048,punch software 42100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,108.97
Yes,519,2423,1,519,microsoft student with encarta premium 2008 dvd,microsoft,49.95,2423,microsoft student with encarta premium 2008 complete package,,43.6
No,897,2112,0,897,adobe creative suite cs3 production premium upsell,adobe,1199.0,2112,adobe production premium cs3 software suite for windows professional editing software,,1698.95
No,669,1115,0,669,printmaster gold v 17.0,encore software,19.99,1115,printmaster ( r ) gold 17,,19.99
Yes,30,428,1,30,adobe fireworks cs3 [ mac ],adobe,299.0,428,adobe fireworks cs3,,309.99
No,124,2087,0,124,tlc dr. seuss reading learning system 2008,encore,19.99,2087,encore software 13881 tlc dr seuss reading learning system 2008,,17.97
Yes,566,357,1,566,apple garageband jam pack : symphony orchestra,apple,99.0,357,apple garageband jam pack : symphony orchestra,,95.99
Yes,801,2602,1,801,ulead systems dvd workshop 2,ulead systems,494.99,2602,corel ulead dvd workshop 2 authoring software,,299.95
Yes,757,340,1,757,rise of nations : gold ( mac ),macsoft,49.99,340,destineer rise of nations gold edition,,45.99
No,906,2586,0,906,monopoly here & now,encore,19.95,2586,encore software 11180 monopoly here & now win 98 me 2000 xp,,18.97
No,917,243,0,917,elementary advantage 2008,encore software,,243,encore inc math advantage 2008,,33.89
No,382,2112,0,382,adobe production studio premium,adobe,1699.0,2112,adobe production premium cs3 software suite for windows professional editing software,,1698.95
No,441,2772,0,441,sony acid music studio,sony-pictures-digital-entertainment,69.99,2772,sony acid music studio ( pc ),,69.99
No,1259,433,0,1259,print shop 22 pro publisher deluxe,encore,99.99,433,encore inc print shop 22 deluxe,,42.69
Yes,348,1585,1,348,microsoft office & windows training,topics entertainment,29.99,1585,microsoft office and windows training ( win 98 me nt 2000 xp ),,29.95
No,944,240,0,944,registry mechanic by encore software,encore software,46.52,240,encore inc registry mechanic 6.0,,25.49
Yes,858,2848,1,858,microsoft onenote 2007 upgrade,microsoft,79.95,2848,microsoft onenote 2007 upgrade ( pc ),,79.95
Yes,1177,945,1,1177,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,945,microsoft office 2004 student/teacher,,145.99
Yes,437,2211,1,437,aircraft power pack for ms flight simulator,red mile,29.99,2211,red mile entertainment 124 aircraft power pack for ms flight simulator win 98 me nt 2000 xp,,27.97
Yes,969,837,1,969,talk now ! learn afrikaans beginning level,eurotalk,29.99,837,topics entertainment talk now ! afrikaans beginners,,16.93
No,640,3201,0,640,alsoft diskwarrior : mac univeral binary,alsoft,,3201,alsoft disk warrior v/5 cd,,107.95
No,313,3067,0,313,backyard soccer ( mls edition ),humongous sports,,3067,backyard soccer mls edition,,8.95
No,195,76,0,195,world of warcraft,blizzard entertainment,19.99,76,72212 world of warcraft complete package 1 user pc cd win mac,,24.8
No,993,89,0,993,quickbooks customer manager 2.5,intuit,79.95,89,298881 quickbooks customer manager v. 2.5 complete package 1 user cd win,,69.38
Yes,951,891,1,951,microspot macdraft professional ( mac ),microspot ltd.,349.99,891,microspot macdraft professional edition,,249.99
Yes,1177,1496,1,1177,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,1496,office mac student/teach 04,,146.02
No,557,921,0,557,adobe creative suite cs3 production premium,adobe,1699.0,921,adobe cs3 production premium,,1749.99
No,1317,318,0,1317,findex quickverse bible study 2007 bible-suite,findex,,318,findex.com inc quickverse mac bible study 2007 white box,,37.18
Yes,963,869,1,963,synet pc sharing kit ( w/17ft usb ext.cable ),synet-electronics-inc .,,869,synet electronics inc. synet pc sharing kit ( w/17ft usb ext.cable ),synet-electronics-inc .,26.14
Yes,890,3023,1,890,instant immersion japanese deluxe 2.0,topics entertainment,39.99,3023,instant immers japanese dlx 2 .,,36.11
Yes,532,2516,1,532,quickbooks pro 2007 for mac ( mac ),intuit,199.95,2516,intuit quickbooks pro 2007 software for mac finance software,,189.95
No,653,2061,0,653,3d home architect home design deluxe version 9,encore,29.99,2061,encore software 13931 3d home architect landscape design deluxe version 9,,25.97
Yes,1192,574,1,1192,mcafee virusscan plus 3 user,mcafee,59.99,574,mcafee inc mcafee virusscan plus sub 1:1 3u mb en,,56.38
Yes,1302,745,1,1302,scrabble with bonus clue,encore,19.99,745,encore software 11610 scrabble with bonus clue win 98 me 2000 xp,,18.97
No,132,1640,0,132,upgrade emc retrospect 7.5 multi server windows only,dantz,,1640,retrospect 7.5 prof win upg only pz24a0075,emc,54.68
No,689,2095,0,689,family tree maker version 16 collectors edition,encore software,,2095,encore software 10861 family tree maker version 16 collectors edition sb cs,,81.97
Yes,871,2799,1,871,apple garageband jam pack : rhythm section,apple,99.0,2799,garageband jampack rhythm section ( mac ) apple,,99.99
No,490,137,0,490,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,137,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74
No,1249,3130,0,1249,window washer,navarre ( software ),29.95,3130,webroot ( r ) window washer ( tm ) 5.0,,28.99
No,1037,769,0,1037,brain food games : cranium collection 2006,encore,19.95,769,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp,,18.97
Yes,881,2544,1,881,the print shop 22 deluxe sb cs by the print shop,encore software,49.95,2544,encore software 10741 the print shop 22 deluxe sb cs by the print shop,,42.97
No,667,1422,0,667,toysight gold for isight : includes 15 games ( mac ),freeverse software,29.99,1422,freeverse software 5014 toysight gold ( mac 10.2 or higher ),,22.97
Yes,1337,651,1,1337,nero 8 ultra edition,nero inc.,99.95,651,nero inc nero 8 ultra edition,,88.83
Yes,543,371,1,543,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,371,adobe photoshop cs3 for mac upgrade,,189.99
No,301,2984,0,301,broderbund printmaster platinum 16.0,encore software,39.99,2984,printmaster platinum 16,,19.95
Yes,1345,603,1,1345,jumpstart advanced preschool v2 .0,knowledge adventure,19.99,603,knowledge adventure inc. jumpstart advanced preschool v2 .0,,16.93
Yes,994,828,1,994,irispen express translator,iris,149.99,828,iris inc irispen express translator,,142.29
Yes,124,2845,1,124,tlc dr. seuss reading learning system 2008,encore,19.99,2845,dr. seuss reading learning system 2008 encore,,19.95
Yes,830,972,1,830,acad corel painter x pc/mac,corel,155.22,972,corel painter x academic,,94.99
Yes,1095,966,1,1095,allume aquazone seven seas deluxe,allume,38.89,966,allume aquazone seven seas deluxe edition,,24.99
Yes,554,3014,1,554,instant immersion german deluxe 2.0,topics entertainment,39.99,3014,instant immers german dlux 2.0,,36.11
Yes,358,2838,1,358,perfect attorney premium,cosmi corporation,39.99,2838,perfect attorney premium ( pc ) cosmi,,29.99
No,660,2277,0,660,usa/world extreme landscapes bundle,abacus,39.95,2277,abacus software s546 usa extreme landscapes for fs2004 and fs2002 3cd set,abacus software,28.99
Yes,421,2382,1,421,3mds network operations manager diy annual subscptn 101 500u,3m,,2382,3mds network operations managerdiy annual subscptn 101 500u,,144.63
No,237,724,0,237,persoft upg smarterm office v12 .1 73098 ),persoft,,724,73098 smarterm office v. 12.1 upgrade license and media 1 user cd win -,,85.89
No,197,63,0,197,sonicwall global vpn client license 01-ssc-5310 ),sonic systems inc. .,,63,01-ssc-5310 sonicwall global vpn client license 1 user win,,43.85
Yes,264,263,1,264,adobe photoshop cs3 extended [ mac ],adobe,999.0,263,adobe photoshop cs3 extended for mac,,935.99
Yes,471,750,1,471,photoshop elements 4 mac retail eng 1u ( 19230169 ),adobe,145.39,750,adobe photoshop elements 4.0 photo-editing software for mac,,85.95
No,1024,2432,0,1024,punch super home suite 3.0,punch ! software,49.99,2432,punch software punch ! super home suite,,49.95
Yes,1261,2389,1,1261,intervideo dvd copy 5 express,corel,29.99,2389,corel intervideo dvd copy 5 express software for windows authoring software,,29.95
Yes,311,3104,1,311,axis network camera 213 ptz digital video camera 0220-004 ),axis-communication-inc .,,3104,axis network camera 213 ptz digital video camera 0220-004 ( 0220-004 ),axis-communication-inc .,1420.79
Yes,962,868,1,962,gods & heroes : rome rising,sony-online-entertainment,49.99,868,sony online entertainment gods & heroes rome rising,sony-online-entertainment,49.5
Yes,779,2573,1,779,3d home architect landscape v. 8 by encore software,encore software,39.99,2573,encore software 10636 3d home architect landscape v. 8by,,25.97
Yes,1023,786,1,1023,aquarium 3 in 1 collection limited edition for win/mac,encore software,19.99,786,encore software 10123 aquarium 3-in-one limited edition ( eurpac ) win 95 98 me 2000 xp,,18.97
No,1159,2285,0,1159,nero 7 ultra edition enhanced pc & home entrmnt soln,neso usa,99.99,2285,ahead software 70115 nero 7 ultra edition enhanced mini pc & home entrmnt soln,,83.97
Yes,770,385,1,770,cosmi rom03558 print perfect clip art deluxe,cosmi,,385,cosmi print perfect clip art deluxe,,6.99
No,350,558,0,350,adobe creative suite cs3 design standard upsell [ mac ],adobe,899.0,558,adobe cs3 design standard,,1243.99
No,282,2060,0,282,elementary success deluxe 2006 ( dw dvd ),topics entertainment,49.99,2060,elementary school success deluxe 2006,,15.9
Yes,1250,534,1,1250,emedia piano and keyboard method volume 1,emedia,59.99,534,emedia music corp emedia piano & keyboard method,,49.21
No,292,2973,0,292,namco museum 50th anniversary collection,namco video games,19.99,2973,namco museum 50th anniversary,,16.95
Yes,591,265,1,591,apple iwork '06 family pack ( mac dvd ) [ older version ],apple,99.0,265,apple iwork '06 family pack,,99.99
Yes,42,2068,1,42,lavasoft ad-aware plus edition,tri synergy,29.99,2068,lavasoft ad-aware plus edition,,24.9
Yes,1286,2739,1,1286,webroot desktop firewall,webroot software,29.99,2739,webroot software 54210 desktop firewall,webroot software,26.99
Yes,1282,2377,1,1282,adobe after effects cs3,adobe,999.0,2377,adobe after effects cs3 professional software for mac effects software,,998.95
No,545,104,0,545,microsoft flight simulator x deluxe dvd,microsoft,49.95,104,9am-00014 microsoft flight simulator x deluxe edition complete package 1 user pc d,,42.79
Yes,1127,2182,1,1127,steinberg sequel ( pc or mac ) music creation & performance software,steinberg,129.0,2182,steinberg sequel music software music production software,,99.99
Yes,1237,509,1,1237,dvo cook 'n deluxe 6.0 ultimate recipe organizer,dvo enterprises,39.99,509,dvo enterprises inc. cookn deluxe 6.0,,34.99
No,551,140,0,551,symc backup exec sbs aws 11d win sbs agent for windows systems,symantec,447.74,140,10759354 symantec backup exec 11d for windows small business server agent for windows sys,,260.63
No,1074,251,0,1074,family tree maker version 16 collectors edition sb cs,encore software,99.99,251,encore inc family tree maker version 16 collectors edition,,85.07
Yes,772,465,1,772,adobe illustrator cs3 [ mac ],adobe,599.0,465,adobe illustrator cs3 for mac,,619.99
No,906,2286,0,906,monopoly here & now,encore,19.95,2286,encore software 11181 encore monopoly here & now board game pc,,17.97
Yes,513,2055,1,513,mavis beacon typing 17 ( win/mac ),encore software,19.99,2055,encore software 10076 mavis beacon typing 17 standardby broderbund,,17.97
No,504,2337,0,504,adobe audition 2.0 upgrade,adobe,129.0,2337,adobe 22011152 audition2 win retail ue 1u,,296.2
Yes,180,1542,1,180,textbridge pro 11,nuance-communications-inc .,79.99,1542,scansoft textbridge pro v. 11,nuance-communications-inc .,68.99
No,259,1753,0,259,library expansion option-upg,novastor corporation,,1753,12302 novanet library expansion option upgrade license 1 server linux win nw,,333.31
No,819,2527,0,819,mavis beacon 17 standard,encore software,19.95,2527,encore software 10075 encore mavis beacon teaches typing v. 17.0 standard typing tutor pc mac,,18.97
Yes,347,2864,1,347,jumpstart advanced 1st grade v2 .0,knowledge adventure,19.99,2864,jumpstart advanced 1st grade knowledge adventure,,19.99
No,1287,1433,0,1287,punch ! 5 in 1 home design,punch ! software,39.99,1433,punch software 20100 punch ! 5 in 1 home design,punch software,35.99
Yes,654,314,1,654,acrobat professional 8 ( windows ),adobe,273.0,314,adobe systems inc adobe acrobat 8.0 professional upsell ( std-pro ),,157.36
Yes,862,2502,1,862,cakewalk project5 version 2,cakewalk,259.0,2502,cakewalk project5 version 2 software music production software,,199.0
Yes,662,3117,1,662,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,3117,microsoft windows terminal server 2003 client additional license for users - 5 user ( 824048 ),,719.04
Yes,1234,2593,1,1234,logic express 6,apple,299.99,2593,apple software t9164ll/a logic express 6,apple software,219.0
Yes,542,1504,1,542,apple ilife '06 ( mac dvd ) [ older version ],apple computer,79.0,1504,ilife '06 mac apple ma166z/a,,47.8
Yes,268,3128,1,268,world of rainbow fish,global-software-publishing,19.99,3128,world of rainbow fish ( a9839m2h ),global-software-publishing,19.19
No,132,1867,0,132,upgrade emc retrospect 7.5 multi server windows only,dantz,,1867,mz24a0075 emc insignia retrospect multi server v. 7.5 upgrade package unlimited,,502.04
No,1118,953,0,1118,adobe creative suite cs3 master collection upsell,adobe,1999.0,953,adobe cs3 master collection,,2499.99
Yes,838,461,1,838,computrace lojack for laptops 3 year license ( mac ),absolute software,99.95,461,computrace lojack for laptops 3 yr subscription,,89.99
No,1075,645,0,1075,modeless liquid ledger personal finance software ( mac ),csdc,79.99,645,csdc liquid ledger personal finance modeless software,,71.01
Yes,1088,975,1,1088,suitcase fusion 1u box,extensis,,975,extensis suitcase fusion 1u box,,99.99
No,635,2932,0,635,family tree maker version 16 essentials,encore,29.95,2932,encore software 10881 family tree maker version 16 standard sb cs by family tree maker,,42.97
No,1062,3219,0,1062,pc tools spyware doctor 2007 sb cs by pc tools,encore software,29.99,3219,pc tools spyware doctor 2007,,29.99
Yes,1105,2009,1,1105,punch ! master landscape & home design,punch ! software,59.99,2009,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99
Yes,609,900,1,609,quicken 2007 for mac,intuit,69.95,900,intuit quicken 2007 macintosh,,69.99
No,202,987,0,202,the computrace lojack for laptops computer tracking and loss control solution by,lenovo,,987,computrace lojack for laptops 1 yr subscription,,45.99
No,185,1107,0,185,iremember digital scrapbooking 2.0,intriguing development,39.95,1107,csdc iremember digital scrapbooking 2.0,,35.99
Yes,1097,1360,1,1097,spy sweeper with antivirus/child safe,webroot software,39.95,1360,webroot software inc 52310 spy sweeper with antivirus/child safe 1-pc win 2000 xp vista,,37.97
Yes,1278,477,1,1278,easy video editor 2.0 by honest technology,global-marketing-partners,50.88,477,global marketing partners easy video editor 2.0 honest technology,global-marketing-partners,25.21
No,428,2771,0,428,zonealarm anti-spyware,zone labs,29.99,2771,zonealarm antivirus 2007 ( pc ) zonelabs,,29.99
Yes,17,1985,1,17,upg sgms 1000 incremental node,sonic-systems-inc .,,1985,sonicwall gms 1000 upgrade,,63074.12
Yes,785,2576,1,785,jewels of cleopatra,encore software,19.95,2576,encore software 11861 jewels of cleopatra win xp vista,,18.97
Yes,780,1502,1,780,hoyle backgammon jc,encore,7.99,1502,encore inc 10669 hoyle backgammon,,7.17
No,888,1132,0,888,microsoft oem 3pk xp home edition sp2 n09-01624 ),microsoft corporation,,1132,microsoft ( r ) windows ( r ) xp home edition with sp2,,199.99
Yes,796,2181,1,796,ulead videostudio 11,corel,89.99,2181,corel ulead videostudio 11 video editing and dvd authoring software for windows authoring software,,89.95
No,963,751,0,963,synet pc sharing kit ( w/17ft usb ext.cable ),synet-electronics-inc .,,751,sup-040c synet pc sharing kit w / usb cable 5.18 m complete package 1 user win,,26.59
Yes,266,2384,1,266,intervideo dvd copy 5 platinum,corel,49.99,2384,corel intervideo dvd copy 5 platinum software for windows authoring software,,49.95
Yes,892,2791,1,892,adobe premiere pro cs3,adobe,799.0,2791,adobe premiere pro cs3 video editing software for windows professional editing software,,798.95
No,584,2959,0,584,microsoft windows vista business full version [ dvd ],microsoft,299.95,2959,microsoft windows vista business full version,,249.95
Yes,647,311,1,647,readiris pro 11 corporate edition ( mac ),iris,499.95,311,iris inc readiris pro 11 corporate edition,,430.58
No,941,2263,0,941,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,2263,webroot software inc 50210 spy sweeper w/antivirus family edition ( mass merchant ) win 2000 xp,,41.97
No,1344,281,0,1344,sportsman 's double play,masque publishing,19.95,281,masque publishing sportsmans double play with american billiards,,17.55
Yes,651,317,1,651,vuvideo anywhere for your ipod,abacus software,29.95,317,abacus vuvideo anywhere for your ipod,,26.14
No,1187,2934,0,1187,clickart 1.2 million 2006 dvd,encore software,,2934,encore software 10466 clickart 1.2 million dvd 2006 by broderbund,,41.97
No,1284,2490,0,1284,punch ! master landscape & home design,punch ! software,99.99,2490,punch software 26100 punch ! master landscape & home design architectural 1 user ( s ) pc,,45.97
No,712,2343,0,712,spongebob squarepants typing 2008 win/mac,encore software,19.95,2343,encore software 12441 encore spongebob squarepants typing fun time management,,17.97
Yes,837,902,1,837,adobe photoshop cs3 extended upgrade [ mac ],adobe,349.0,902,adobe photoshop cs3 extended for mac upgrade,,329.99
Yes,45,2060,1,45,elementary school success deluxe 2006,topics entertainment,49.99,2060,elementary school success deluxe 2006,,15.9
No,593,1792,0,593,adobe indesign cs3 upgrade [ mac ],adobe,199.0,1792,27510889 adobe indesign cs3 v. 5 product upgrade package 1 user upgrade from,,214.55
Yes,597,369,1,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,369,adobe cs3 design premium upsell,,1639.99
No,602,3161,0,602,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,3161,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,,859.96
No,660,2696,0,660,usa/world extreme landscapes bundle,abacus,39.95,2696,abacus software s546 usa extreme landscapes for fs2004 and fs2002 3cd set,abacus software,28.99
Yes,1076,2093,1,1076,the print shop 22 sb cs by the print shop,encore software,,2093,encore software 10691 the print shop 22 sb cs by the print shop,,25.97
No,1072,770,0,1072,marine aquarium & goldfish screen saver by encore software,encore software,,770,encore software 25020 marine aquarium 2.5 ( hybrid ) win 95 98 me 2000 xp/mac 10.1 or higher,,19.97
Yes,869,2287,1,869,upgrade crystal reports 11 pro french,business objects,479.78,2287,upg crystal reports 11 pro french,,264.99
No,513,2830,0,513,mavis beacon typing 17 ( win/mac ),encore software,19.99,2830,mavis beacon teaches typing 17 standard ( pc/mac ) encore,,19.99
No,452,355,0,452,adobe after effects cs3,adobe,999.0,355,adobe cs3 after effects,,1025.99
No,970,461,0,970,computrace lojack for laptops : 3 year subscription,absolute software,99.99,461,computrace lojack for laptops 3 yr subscription,,89.99
No,638,127,0,638,apple final cut studio 2 upgrade from final cut pro ( mac ),apple,699.0,127,ma888z/a final cut studio v. 2 version upgrade package 1 seat dvd mac,,460.7
No,903,2830,0,903,mavis beacon teaches typing 17 standard,encore software,19.99,2830,mavis beacon teaches typing 17 standard ( pc/mac ) encore,,19.99
Yes,450,2138,1,450,x-oom mp3 radio recorder windows ),x-oom,,2138,mp3 radio recorder for ipod,,22.9
No,16,1976,0,16,compaq comp . secure path v3.0c-netware wrkgrp 50 lic 231327-b22 ),compaq computer,,1976,231327-b22 hp storageworks secure path for netware workgroup edition v. 3.0 c licens,,65395.24
No,139,99,0,139,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,99,19500220 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48
No,860,1504,0,860,apple ilife '06 family pack ( mac dvd ) [ older version ],apple computer,99.0,1504,ilife '06 mac apple ma166z/a,,47.8
