label_str,label,id_x,title_x,manufacturer_x,price_x,id_y,title_y,manufacturer_y,price_y
No,0,1089,e-mu em8685 beat garden x emulator x2/proteus x2 soundset,e-mu,129.99,790,e-mu modern symphonic orchestra for emulator x and proteus x sounds for software,,329.99
No,0,821,adventure workshop preschool-1st grade 8th edition,encore,19.99,2136,the land before time : preschool adventure,brighter-minds-media-inc .,12.9
No,0,551,symc backup exec sbs aws 11d win sbs agent for windows systems,symantec,447.74,1757,10759328 symantec backup exec 11d for windows servers agent for db2 on windows servers -,,644.84
No,0,662,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,16,eu063av aba microsoft windows xp professional license and media 1 user cto english -,,137.09
No,0,1242,peachtree by sage premium accounting 2007,sage software,499.99,1385,laser checks for peachtree ( r ) accounting for windows 8.0-2005,,106.29
No,0,497,microsoft data analyzer 2002,microsoft,179.0,1686,word mac 2004 microsoft d48-00487,,157.18
No,0,43,clip art and more 250 000 ( jewel case ),imsi design,,3106,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59
No,0,653,3d home architect home design deluxe version 9,encore,29.99,2061,encore software 13931 3d home architect landscape design deluxe version 9,,25.97
No,0,264,adobe photoshop cs3 extended [ mac ],adobe,999.0,1667,adobe systems inc 13102124 adobe photoshop cs 2 mac os x v. 10.2.8 to 10.3,adobe systems inc,788.63
No,0,761,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,137,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74
No,0,284,sibelius 5 educational edition,sibelius-software-ltd .,329.0,2192,sibelius sibelius 4 software music production software,sibelius-software-ltd .,449.95
No,0,823,microsoft word 2004 upgrade ( mac ),microsoft,109.99,2847,microsoft office visio standard 2007 ( pc ),,249.95
No,0,353,sony vegas 6 + dvd [ old version ],sony-pictures-digital-entertainment,899.95,2307,sony vegas movie studio + dvd v8 platinum edition video editing software professional editing software,,129.95
No,0,346,mcafee internet security suite 2007 3 users,mcafee,89.99,2489,symantec 10725608 norton internet security 2007 internet security 1 user ( s ) pc,,64.97
No,0,1322,adobe creative suite cs3 design premium upsell,adobe,1599.0,946,adobe cs3 design standard upgrade,,413.99
No,0,139,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,1763,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48
No,0,331,instant home cooking ( jewel case ),topics entertainment,9.99,3044,instant home cooking,,9.95
No,0,1131,power production storyboard quick,power production,,2390,power production power production storyboard artist v4 .2 software animation software,,749.0
No,0,109,instant immersion french 2.0,topics entertainment,29.99,2143,instant immersion translator deluxe 2.0,,22.9
No,0,90,emc retrospect 7.5 professional for windows upgrade,dantz,,2154,adobe after effects professional 7 software for windows effects software,,999.0
No,0,979,logic express 7,apple computer,299.0,948,apple logic express 7.2 upgrade from v. 6,apple-computer - ( direct ),99.99
No,0,705,professional home design suite platinum,punch ! software,99.95,204,punch software pro home design suite,,61.8
No,0,229,vcomm system suite professional 7,avanquest,49.95,1722,1460 vcom systemsuite professional v. 7 complete package 1 user cd win,,36.93
No,0,971,instant immersion ingles audio deluxe,topics entertainment,,2143,instant immersion translator deluxe 2.0,,22.9
No,0,145,microsoft virtual pc for mac 7.0 with windows 2000,microsoft,249.99,2853,microsoft windows xp professional edition ( upgrade ),,199.99
No,0,662,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,1828,u84-00101 microsoft windows server 2003 for small business license 5 device cals ope,,303.9
No,0,139,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,1678,adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,,1482.0
No,0,250,adobe after effects professional 7.0,adobe,999.0,192,adobe cs3 flash professional upgrade,,205.99
No,0,197,sonicwall global vpn client license 01-ssc-5310 ),sonic systems inc. .,,30,01-ssc-6993 sonicwall client/server anti-virus suite subscription license 3 years 50,,3992.98
No,0,1257,total 3d home & landscape design suite version 9,individual software,39.99,2161,instant landscape design 3.0,,17.9
No,0,286,my maillist & addressbook,mysoftware company,19.95,3152,mymaillist deluxe,,49.99
No,0,556,instant immersion italian deluxe 2.0,topics entertainment,49.99,832,topics entertainment instant immersion spanish audio deluxe,,17.55
No,0,1162,motu digital performer 5 digital audio software competitive upgrade ( mac only ),motu,395.0,2171,apple shake 4.1 digital compositing software for mac os x effects software,,498.95
No,0,535,microsoft windows live onecare 1.5 online pc care subscription [ 12 months ],microsoft,49.95,1822,c7s-00024 windows live onecare v. 1.5 complete package 3 pcs cd win englis,,38.64
No,0,750,microspot interiors ( mac ),microspot ltd.,99.95,2850,microsoft office 2004 for students and teachers ( mac ),,134.99
No,0,808,3d home architect landscape designer v8,encore software,29.99,2009,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99
No,0,208,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,1907,pcnf0040 pc-cillin internet security 2007 complete package 3 users federal win,,29.02
No,0,824,vegas 6 for pc,sony-pictures-home-entertainment,599.99,2871,vegas + dvd sony,sony-pictures-digital-entertainment,899.99
No,0,866,system care professional,avanquest,49.95,3172,ghostsurf professional utilities software,,29.92
No,0,371,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,1162,microsoft ( r ) access 2007,,109.99
No,0,910,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,176,adobe illustrator cs3 upgrade for mac,,206.99
No,0,56,kids power fun for little ones,topics entertainment,19.99,2121,kids power fun for kids,,15.9
No,0,546,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe,149.99,508,adobe photoshop elements 4.0 mac academic,adobe-education-box,69.99
No,0,6,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,533,adobe acrobat v8 .0 professional for mac,,405.99
No,0,255,diskeeper 2007 pro premier 5-lic pack,diskeeper corporation,736.66,3134,quicken ( r ) premier 2007,,79.99
No,0,1108,3d bridge deluxe ( mac ),freeverse software,24.99,2763,freeverse software 4012 3d bridge deluxe ( retail box ) for mac,freeverse software,18.99
No,0,587,microsoft word 2007 version upgrade,microsoft,109.95,3175,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87
No,0,90,emc retrospect 7.5 professional for windows upgrade,dantz,,2828,avid liquid pro 7.0 video editing hardware/software bundle for windows professional editing software,,899.0
No,0,578,microsoft office excel 2007,microsoft,229.95,2863,microsoft money 2007 premium ( pc ),,79.99
No,0,1329,instant immersion translator deluxe 2.0,topics entertainment,49.99,3021,instant immers spanish dlux 2,,36.11
No,0,49,reference success deluxe 2006,topics entertainment,49.95,2862,middle school success deluxe 2008 ( pc/mac ) topics,,49.99
No,0,271,microsoft office small business 2007,microsoft software,735.33,2137,microsoft microsoft office 2004 software suite mac education apple & mac software,,148.95
No,0,1170,steinberg cubase 4 digital audio software,steinberg,999.99,2130,steinberg wavelab studio 6 audio editing software competitive crossgrade music production software,,199.95
No,0,1264,punch ! professional home design suite,punch ! software,69.99,1035,punch software 24100 punch ! 5 in 1 home design complete product architectural 1 user complete productcomplete productstandard pc,,35.97
No,0,611,quickbooks premier manufacturer and wholesale edition 2007,intuit,399.95,922,intuit quickbooks pro 2007 for mac,,185.99
No,0,1225,sony acid pro 6 professional music workstation,sony-pictures-digital-entertainment,499.95,1059,sony media software acid music studio 7 software music production software,,69.95
No,0,396,quickbooks premier non-profit edition 2005,intuit inc.,499.95,1823,299530 quickbooks premier nonprofit edition 2007 complete package 1 user cd win,,344.58
No,0,819,mavis beacon 17 standard,encore software,19.95,2527,encore software 10075 encore mavis beacon teaches typing v. 17.0 standard typing tutor pc mac,,18.97
No,0,1020,elementary school advantage 2007,encore software,29.99,2774,middle school advantage premier edition ( 15 cd set ),,24.95
No,0,137,netmanage rumba unix-hp edition v. 7.3 upgrade license 902453-006 ),netmanage,,1758,bhe3dus installanywhere enterprise edition v. 8 product upgrade license + 1 year,,4746.16
No,0,1122,apple xsan ( mac ),apple,,2811,apple appleworks 6.2.9 ( mac ),,79.99
No,0,543,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,750,adobe photoshop elements 4.0 photo-editing software for mac,,85.95
No,0,797,zero-g pro pack for garageband ( appleloops ),zero-g,169.95,316,apple garageband jam pack : world music,,95.99
No,0,761,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,2803,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0
No,0,1290,punch ! home design architectural series 4000 v10,punch ! software,199.99,2744,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
No,0,975,computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,2209,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),,85.97
No,0,333,adobe after effects 7.0 professional ( mac ),adobe,999.0,352,adobe cs3 flash professional,,724.99
No,0,570,professor teaches windows xp,individual software,19.99,1378,individual software pmm-xw4 professor teaches excel & word 2007 win 2000 xp vista,,17.97
No,0,1130,adobe cs3 design premium macosx dvd,adobe,599.0,923,adobe indesign cs3 for mac upgrade from pagemaker,,205.99
No,0,506,corel wordperfect office 12 standard upgrade,corel,149.99,430,adobe cs3 web standard upgrade,,413.99
No,0,823,microsoft word 2004 upgrade ( mac ),microsoft,109.99,2816,microsoft word 2007 upgrade ( pc ),,109.95
No,0,547,microsoft outlook 2007,microsoft,109.95,2332,designing forms with microsoft office infopath 2007,,36.39
No,0,608,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,430,adobe cs3 web standard upgrade,,413.99
No,0,689,family tree maker version 16 collectors edition,encore software,,3050,encore software 10891 family tree maker version 16 essential sb cs,,25.97
No,0,897,adobe creative suite cs3 production premium upsell,adobe,1199.0,1213,adobe creative suite 3 ( cs3 ) design premium upgrade mac,,569.97
No,0,518,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,3091,microsoft ( r ) word 2007,,109.99
No,0,532,quickbooks pro 2007 for mac ( mac ),intuit,199.95,264,intuit inc quickbooks premier edition 2007 5 user,,1309.31
No,0,586,quickbooks premier professional services edition 2007,intuit,399.95,100,269-10040 microsoft office professional edition 2003 service pack v. 2 media vol,,23.53
No,0,3,peachtree by sage premium accounting for nonprofits 2007,sage software,599.99,788,peachtree software vernfpm2008rt sage peachtree premium accounting 2008 for nonprofits multiple user financial management pc - free shipping,,1075.97
No,0,457,national geographic presents : redshift 5 planetarium software,topics entertainment,39.99,2078,national geographic redshift planetarium,,17.9
No,0,1139,cakewalk sonar 6 producer ed,cakewalk,799.0,2212,cakewalk sonar 5 producer edition competative upgrade music production software,,299.0
No,0,620,adobe premiere pro cs3,adobe,799.0,372,adobe premiere pro cs3 upgrade,,308.99
No,0,646,instant immersion german audio,topics entertainment,,3009,instant immersion japanese 2.0,,22.43
No,0,29,family tree maker 11.2 collector 's edition,encore,109.95,279,encore inc family tree maker v 16 essentials,,25.75
No,0,937,symc backup exec sbs std 11d win small business server standard,symantec,811.21,1708,10759333 symantec backup exec 11d for windows servers central admin server option compl,,1219.72
No,0,1250,emedia piano and keyboard method volume 1,emedia,59.99,1607,emedia eg03014 bass method os x,emedia,53.99
No,0,1076,the print shop 22 sb cs by the print shop,encore software,,2039,the printshop pro publisher v22 deluxe dvd-rom,,69.9
No,0,592,adobe after effects cs3 upgrade,adobe,299.0,893,adobe cs3 design premium upgrade,,619.99
No,0,775,quake 4 ( mac ),aspyr media,39.99,2860,adobe illustrator cs3 ( mac ),,599.0
No,0,114,quickbooks pos : pro multistore 6.0,intuit inc.,1399.95,1036,quickbooks ( r ) pro 2007 edition 3-user,,499.99
No,0,482,window washer,webroot-software-inc,,116,17911 window washer license and media 1 user cd win,,21.41
No,0,93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,2137,microsoft microsoft office 2004 software suite mac education apple & mac software,,148.95
No,0,944,registry mechanic by encore software,encore software,46.52,741,3d home architect home v. 8by encore software,,33.92
No,0,956,apple logic pro 7.2 retail,apple,999.0,806,apple software t9163ll/a logic pro 6,apple software,809.0
No,0,808,3d home architect landscape designer v8,encore software,29.99,313,encore inc 3d home architect home design deluxe version 9,,25.49
No,0,1293,systemsuite 8 professional,individual software,49.99,312,sibelius sibelius photoscore professional 4,,145.7
No,0,753,microsoft office & windows training professional,topics entertainment,49.95,904,microsoft office 2004 standard,,369.99
No,0,1130,adobe cs3 design premium macosx dvd,adobe,599.0,99,19500220 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48
No,0,997,mac os x server v10 .4.7 unlimited client,apple,999.0,1818,procurve vpn client software unlimited client licenses,,2598.96
No,0,892,adobe premiere pro cs3,adobe,799.0,531,adobe cs3 web premium upgrade,,517.99
No,0,361,adobe creative suite cs3 web standard upsell,adobe,799.0,1017,adobe creative suite 3 ( cs3 ) web standard 3 windows upsell from dreamweaver or flash,,799.0
No,0,250,adobe after effects professional 7.0,adobe,999.0,352,adobe cs3 flash professional,,724.99
No,0,1055,high school advantage 2007,encore software,29.95,243,encore inc math advantage 2008,,33.89
No,0,584,microsoft windows vista business full version [ dvd ],microsoft,299.95,1861,microsoft winvista bus upsa 1y acq y3 ent w/visent 66j-01685,,144.0
No,0,566,apple garageband jam pack : symphony orchestra,apple,99.0,316,apple garageband jam pack : world music,,95.99
No,0,316,f-secure internet security 2007 3 pcs,global-marketing-partners,79.99,2489,symantec 10725608 norton internet security 2007 internet security 1 user ( s ) pc,,64.97
No,0,528,quickbooks simple start 2007,intuit,99.95,1253,quickbooks ( r ),,199.99
No,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,3091,microsoft ( r ) word 2007,,109.99
No,0,1059,quarkxpress 7 windows & macintosh ),quark,899.0,3185,quark quarkxpress 7 upgrade for mac & windows,,244.99
No,0,1176,valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95,2861,professor teaches windows xp individual software,,19.99
No,0,382,adobe production studio premium,adobe,1699.0,452,adobe cs3 production premium upsell,,1234.99
No,0,248,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software,,111,t74-01215 microsoft windows small business server 2003 version upgrade license 5 addit,,186.73
No,0,1118,adobe creative suite cs3 master collection upsell,adobe,1999.0,1865,19700045 adobe creative suite 3 web premium complete package 1 user cd mac univ,,1691.87
No,0,1020,elementary school advantage 2007,encore software,29.99,2835,elementary advantage 2008 encore,,39.95
No,0,197,sonicwall global vpn client license 01-ssc-5310 ),sonic systems inc. .,,1841,rfipsc2-1 ipsec vpn client license 1 user,,57.2
No,0,1160,apple mac os x tiger 10.4.6 ( mac dvd ),apple computer,129.0,2158,apple mac os x v10 .4 tiger software family pack apple & mac software,,199.95
No,0,1190,punch ! professional home design,punch ! software,89.99,1183,web easy ( r ) professional 6,,49.99
No,0,279,the printshop 20,broderbund,29.99,2039,the printshop pro publisher v22 deluxe dvd-rom,,69.9
No,0,1257,total 3d home & landscape design suite version 9,individual software,39.99,1427,punch software 85100 punch!master landscape pro v10 and home design,,59.97
No,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,1478,microsoft t73-00091 molpc visio std sa,,168.03
No,0,1287,punch ! 5 in 1 home design,punch ! software,39.99,2926,punch software 41100 punch ! home design architectural series 18,punch software,118.99
No,0,804,digidesign music production toolkit ( pro tools le ),digidesign,495.0,1078,sony media software acid pro 5 music production software,,199.95
No,0,523,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,3020,studio ultimate version 11,,129.1
No,0,635,family tree maker version 16 essentials,encore,29.95,403,encore inc family tree maker 2008 platinum,,85.07
No,0,1264,punch ! professional home design suite,punch ! software,69.99,2720,punch software 90500 home design studio mac,punch software,135.99
No,0,1177,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,3027,microsoft office visio standard 2007 upgrade ( pc ),,129.95
No,0,1322,adobe creative suite cs3 design premium upsell,adobe,1599.0,917,adobe cs3 design standard upsell,,934.99
No,0,823,microsoft word 2004 upgrade ( mac ),microsoft,109.99,915,microsoft office 2004 std upgrade,,219.99
No,0,350,adobe creative suite cs3 design standard upsell [ mac ],adobe,899.0,1678,adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,,1482.0
No,0,768,battlefield 1942 : deluxe edition,electronic arts,29.99,2092,mastercook deluxe low carb edition,,17.9
No,0,44,instant immersion language lab deluxe edition,topics entertainment,,2143,instant immersion translator deluxe 2.0,,22.9
No,0,1287,punch ! 5 in 1 home design,punch ! software,39.99,107,24100 punch ! 5 in 1 home design complete package 1 user cd win,,36.28
No,0,661,adobe cs3 design standard macosx dvd,adobe,399.0,566,adobe cs3 web standard,,1035.99
No,0,1246,peachtree by sage complete accounting 2007,sage software,269.99,199,sage ( ptree ) premium accounting for manufacturing 2007 multi-user,,1180.37
No,0,541,microsoft onenote 2007,microsoft,99.95,1162,microsoft ( r ) access 2007,,109.99
No,0,975,computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,734,lfl-n2-12 computrace lojack for laptops subscription package 1 year 1 notebook m,,39.95
No,0,605,microsoft word 2004 ( mac ),microsoft,229.99,3029,microsoft mappoint 2006 with gps locator ( pc ),,349.99
No,0,1186,adobe creative suite cs3 web standard [ mac ],adobe,999.0,2393,adobe production premium cs3 software suite for mac av production software,,1698.95
No,0,1267,places ( pc & mac ),fogware publishing,29.99,2829,cosmi imusictools ( pc ),,19.99
No,0,270,adobe acrobat 7.0 professional,adobe,449.99,2199,adobe premiere pro 2.0 software professional editing software,,848.95
No,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,3175,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87
No,0,952,nero 7 ultra edition enhanced,nero inc.,99.99,1844,70009 nero ultra edition enhanced v. 7 complete package 1 user cd win,,87.76
No,0,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,795,individual software professor teaches windows xp,,19.99
No,0,282,elementary success deluxe 2006 ( dw dvd ),topics entertainment,49.99,2072,topics entertainment reference success deluxe 2006,,22.9
No,0,26,adobe premiere pro cs3 upgrade,adobe,299.0,257,adobe cs3 after effects upgrade,,306.99
No,0,114,quickbooks pos : pro multistore 6.0,intuit inc.,1399.95,1253,quickbooks ( r ),,199.99
No,0,1268,acid music studio 7,sony media,78.95,2163,acid music studio 6,sony-pictures-digital-entertainment,59.95
No,0,541,microsoft onenote 2007,microsoft,99.95,915,microsoft office 2004 std upgrade,,219.99
No,0,544,microsoft windows xp home edition full version with sp2,microsoft,199.0,3126,microsoft ( r ) windows vista ( tm ) business,,199.99
No,0,662,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,1773,f89-00346 microsoft internet security and acceleration server enterprise edition license,,537.72
No,0,967,mavis beacon teaches typing 16,broderbund,19.99,2027,mavis beacon teaches typing 16 deluxe,,34.9
No,0,1332,emedia blues guitar legends,emedia,29.94,1584,emedia essential bass guitar dvd,,16.95
No,0,208,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,1958,m009a-l00-4 .0 scansoft pdf create ! v. 4.0 complete package 1 user cd win engli,,43.21
No,0,900,sims 2 seasons expansion pack,aspyr media,34.99,252,aspyr sims 2 university expansion pack,,35.99
No,0,174,1pk internet sec ste 2007 oem,ca oem,,1583,internet security suite 2007 home protection pack xl box,,61.06
No,0,6,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,1675,adobe after effects ( v7 .0 ) pro mac up pro-pro adobe 12070227,,185.32
No,0,1127,steinberg sequel ( pc or mac ) music creation & performance software,steinberg,129.0,2802,steinberg nuendo 3 music production software,,1999.99
No,0,465,adobe creative suite cs3 web standard upgrade [ mac ],adobe,399.0,2966,state standards grade 6,,9.49
No,0,814,business plan writer deluxe 8.0 2005,nova development,99.99,551,palo alto software business plan pro 2007,palo-alto-software,88.83
No,0,274,instant immersion italian 2.0,topics entertainment,29.99,3021,instant immers spanish dlux 2,,36.11
No,0,364,adobe premiere elements 3.0 [ lb ],adobe,99.99,2199,adobe premiere pro 2.0 software professional editing software,,848.95
No,0,247,netmanage onweb web-to-host v. 5.1 upgrade license 910443-004 ),netmanage,,1799,910443-004-g onweb web-to-host v. 5.1 upgrade license 1 user volume level g 3,,60.44
No,0,1020,elementary school advantage 2007,encore software,29.99,773,encore software 12360 elementary advantage 2008 win 2000 xp vista,,34.97
No,0,1069,hasbro family game collection 2006,encore software,19.99,3207,family tree maker 16 collectors edition,,99.99
No,0,751,project x project management software,marware,199.95,2710,software management approaches : project management estimation and life cycle,,64.95
No,0,183,jumpstart reading with karaoke,knowledge adventure,29.99,1,superstart ! fun with reading & writing !,,8.49
No,0,608,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,1564,adobe dreamweaver cs3 upgrade windows,,236.74
No,0,1293,systemsuite 8 professional,individual software,49.99,314,adobe systems inc adobe acrobat 8.0 professional upsell ( std-pro ),,157.36
No,0,316,f-secure internet security 2007 3 pcs,global-marketing-partners,79.99,2162,symantec norton internet security 3.0 software for macintosh apple & mac software,,89.95
No,0,632,microsoft windows xp professional full version with sp2,microsoft,299.99,808,microsoft digital image suite plus full version of photo editing software for windows .,,89.95
No,0,804,digidesign music production toolkit ( pro tools le ),digidesign,495.0,3024,sibelius sibelius 5 software music production software,sibelius-software-ltd .,449.95
No,0,516,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,182,adobe cs3 web premium upsell,,1434.99
No,0,646,instant immersion german audio,topics entertainment,,845,topics entertainment instant immersion italian 2.0,,17.55
No,0,1251,adobe acrobat standard 8.0,adobe,449.99,242,adobe cs3 design standard academic,,385.99
No,0,1053,high school advantage 2008,encore,39.99,772,encore software 10443 elementary school advantage 2007 win 98 me 2000 xp,,26.97
No,0,593,adobe indesign cs3 upgrade [ mac ],adobe,199.0,371,adobe photoshop cs3 for mac upgrade,,189.99
No,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,342,microspot interiors version 3.6,,85.99
No,0,140,retrospect 6.0 desktop mac upgrade,dantz,59.99,1804,bu24a600000 emc insignia retrospect desktop v. 6.1 upgrade package 2 clients cd,,51.85
No,0,1174,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,946,adobe cs3 design standard upgrade,,413.99
No,0,1101,steinberg cubase studio 4,steinberg,499.99,2250,steinberg cubase studio 4 software educational discount music production software,,179.95
No,0,248,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software,,1858,11105972 symantec backup exec 11d for windows small business server agent for windows sys,,320.66
No,0,1262,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,426,adobe cs3 production premium upgrade,,822.99
No,0,1110,the print shop 22 pro publisher deluxe sb cs by the print shop,encore software,99.95,2108,the printshop 20,,19.9
No,0,544,microsoft windows xp home edition full version with sp2,microsoft,199.0,924,microsoft windows xp pro oem sp2 no open box returns,,149.99
No,0,157,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,1733,20100 punch ! 5 in 1 home design complete package 1 user cd win english,,34.26
No,0,157,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,1738,22002170 adobe acrobat standard v. 8.0 complete package 1 user cd win can,,295.25
No,0,274,instant immersion italian 2.0,topics entertainment,29.99,2062,instant immersion language lab deluxe edition,,14.9
No,0,233,photo explosion deluxe 3.0,nova development,49.99,3154,photoshow deluxe,,39.92
No,0,1145,microsoft office 2004 standard ( mac ),microsoft,399.99,3027,microsoft office visio standard 2007 upgrade ( pc ),,129.95
No,0,1353,instant immersion italian deluxe v2 .0 ( large box ),topics entertainment,29.99,1666,instant immersion italian audio ( audio book ),,19.95
No,0,1113,logic express 7.2 upgrade from logic express 6,apple-computer - ( direct ),99.0,2881,apple software t9164ll/a logic express 6,apple software,219.0
No,0,808,3d home architect landscape designer v8,encore software,29.99,2926,punch software 41100 punch ! home design architectural series 18,punch software,118.99
No,0,45,elementary school success deluxe 2006,topics entertainment,49.99,2869,elementary school space the universe ( pc/mac ) fogware,,9.99
No,0,548,quickbooks pro 2007 small business financial software,intuit,199.95,922,intuit quickbooks pro 2007 for mac,,185.99
No,0,172,ca arcserve bkup r11 .5 win agent mac os x upgrade prod only,computer associates,,2334,arcserve bkup protection suite exch r11 .5 upg-v prod only,,2249.99
No,0,128,procurve vpn client software unlimited client licenses,hewlett packard,,2674,d-link vpn client software ( 1-user license ) ds-601 ds-601,,42.99
No,0,1080,adventure workshop 4th-6th grade 7th edition,encore software,19.99,2011,encore software 10590 adventure workshop preschool 1st grade 7th ed sb cs by riverdeep,,17.97
No,0,933,axis & allies ( jewel case ),encore,9.99,3108,total 3d home deluxe ( jewel case ) ( jce-th6 ),,9.59
No,0,689,family tree maker version 16 collectors edition,encore software,,659,abacus aircraft collectors second edition,,17.55
No,0,1192,mcafee virusscan plus 3 user,mcafee,59.99,3141,mcafee virusscan 8.0,,49.99
No,0,1064,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software,19.99,703,knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43,,16.93
No,0,243,money premium 2007 win32 eng na mini box us only cd,microsoft,118.46,1001,microsoft ( r ) money 2007 premium,,69.99
No,0,602,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,1564,adobe dreamweaver cs3 upgrade windows,,236.74
No,0,610,mavis beacon teaches typing deluxe 16,broderbund,39.99,2153,mavis beacon teaches typing v17 deluxe pc/mac,,29.9
No,0,216,adobe illustrator cs3 upgrade from freehand [ mac ],adobe,199.0,358,adobe illustrator cs3 for mac academic,adobe-education-box,199.99
No,0,1186,adobe creative suite cs3 web standard [ mac ],adobe,999.0,531,adobe cs3 web premium upgrade,,517.99
No,0,1305,microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799.0,2803,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0
No,0,1229,adobe photoshop cs2 advanced techniques by julieanne kost,software cinema,,444,adobe photoshop cs3 extended for mac academic,,295.99
No,0,274,instant immersion italian 2.0,topics entertainment,29.99,2501,instant immers french dlx 2,,27.57
No,0,705,professional home design suite platinum,punch ! software,99.95,2399,punch software 35100 punch ! professional home design suite ( small box ),punch software,62.99
No,0,1119,apple remote desktop 3 10 managed systems,apple,299.0,383,apple remote desktop 3 unlimited managed systems,,499.99
No,0,609,quicken 2007 for mac,intuit,69.95,2516,intuit quickbooks pro 2007 software for mac finance software,,189.95
No,0,615,adobe creative suite cs3 design standard upgrade,adobe,399.0,3188,adobe creative suite 3 web standard complete package academic cd mac,,369.0
No,0,779,3d home architect landscape v. 8 by encore software,encore software,39.99,1080,punch software 25100 punch ! master landscape and home design,punch software,45.99
No,0,128,procurve vpn client software unlimited client licenses,hewlett packard,,1789,sr2116010 safenet softremote vpn client license 5 users win,,184.57
No,0,557,adobe creative suite cs3 production premium,adobe,1699.0,3017,production prem cs3 mac upgrad,,808.15
No,0,1229,adobe photoshop cs2 advanced techniques by julieanne kost,software cinema,,361,adobe photoshop lightroom,,264.99
No,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,998,microsoft word 2004,,209.99
No,0,521,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,1014,microsoft office basic edition 2003 license and media,,124.95
No,0,586,quickbooks premier professional services edition 2007,intuit,399.95,3092,quickbooks ( r ) pro 2007,,179.99
No,0,157,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,2503,adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software,,149.95
No,0,226,refviz v2 mac single user,isi researchsoft,299.95,2466,mindjet inc. mm7m mindjet mindmanager 7 mac single user w/wmedia,,112.97
No,0,557,adobe creative suite cs3 production premium,adobe,1699.0,911,adobe cs3 production premium academic,,569.99
No,0,753,microsoft office & windows training professional,topics entertainment,49.95,904,microsoft office 2004 standard,,369.99
