label_str,ltable_id,rtable_id,label,id_x,title_x,manufacturer_x,price_x,id_y,title_y,manufacturer_y,price_y
No,1145,2206,0,1145,microsoft office 2004 standard ( mac ),microsoft,399.99,2206,microsoft office 2004 software suite oem mac apple & mac software,,239.95
No,881,2050,0,881,the print shop 22 deluxe sb cs by the print shop,encore software,49.95,2050,the printshop v22 deluxe,,29.9
No,944,240,0,944,registry mechanic by encore software,encore software,46.52,240,encore inc registry mechanic 6.0,,25.49
No,761,1852,0,761,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,1852,122-00411 microsoft visual studio 2005 team edition for software testers complete packag,,2184.73
No,653,562,0,653,3d home architect home design deluxe version 9,encore,29.99,562,encore inc 3d home architect landscape design deluxe v 9.0,,25.49
No,874,1066,0,874,peachtree by sage premium accounting for manufacturing 2007 multi user ( up to 5 users ),sage software,1199.99,1066,sage software peachtree premium accounting 2007 software for windows tax & finance software,,469.95
No,1130,1678,0,1130,adobe cs3 design premium macosx dvd,adobe,599.0,1678,adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,,1482.0
No,906,2586,0,906,monopoly here & now,encore,19.95,2586,encore software 11180 monopoly here & now win 98 me 2000 xp,,18.97
No,917,243,0,917,elementary advantage 2008,encore software,,243,encore inc math advantage 2008,,33.89
No,45,2072,0,45,elementary school success deluxe 2006,topics entertainment,49.99,2072,topics entertainment reference success deluxe 2006,,22.9
No,1274,961,0,1274,wingnuts 2 ( mac ),freeverse software,29.99,961,wingnuts 2 : raina 's revenge,,28.99
No,827,1404,0,827,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,1404,m-audio pro tools m-powered mpowered 7 software educational discount music production software,,198.95
No,229,1734,0,229,vcomm system suite professional 7,avanquest,49.95,1734,avanquest usa 1461 system suit 7 professional,avanquest usa,44.99
No,1152,261,0,1152,x-plane v8 ( mac ),graphics-simulations-corporation,49.99,261,x-plane 8 dlx mac os x graphic sim,,56.99
No,1099,1420,0,1099,webroot spysweeper antispyware 3 user,webroot software,39.99,1420,webroot software inc 66410 spy sweeper ( small box ) ( win 98 me 2000 xp ),,25.97
No,1264,1026,0,1264,punch ! professional home design suite,punch ! software,69.99,1026,punch software 14100 punch ! professional home design suite for windows,punch software,62.99
No,146,2480,0,146,microsoft mappoint 2006 standard edition,microsoft,299.0,2480,microsoft b21-00806 ae mappoint 2006 cd,,50.39
No,1317,318,0,1317,findex quickverse bible study 2007 bible-suite,findex,,318,findex.com inc quickverse mac bible study 2007 white box,,37.18
No,320,3134,0,320,quicken 2007 premier,intuit,79.95,3134,quicken ( r ) premier 2007,,79.99
No,1110,1821,0,1110,the print shop 22 pro publisher deluxe sb cs by the print shop,encore software,99.95,1821,10731 the print shop 22 pro publisher deluxe complete package 1 user win,,84.13
No,636,1093,0,636,mavis beacon teaches typing deluxe v17,encore software,39.99,1093,mavis beacon ( r ) teaches typing v. 17 deluxe,,37.99
No,1258,2927,0,1258,punch ! home design architectura series 18,punch ! software,129.99,2927,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
No,689,2095,0,689,family tree maker version 16 collectors edition,encore software,,2095,encore software 10861 family tree maker version 16 collectors edition sb cs,,81.97
No,443,2252,0,443,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,2252,windows sbs premium 2003 r2 upgrade cd/dvd 5clt microsoft t75-01256,,531.25
No,195,198,0,195,world of warcraft,blizzard entertainment,19.99,198,vivendi blizzard world of warcraft,,24.99
No,941,2263,0,941,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,2263,webroot software inc 50210 spy sweeper w/antivirus family edition ( mass merchant ) win 2000 xp,,41.97
No,238,728,0,238,ca brightstor arcserve backup r11 .5 for enterprise option for advantage ingres for,computer associates,,728,bablbr1150s06 brightstor arcserve backup enterprise option for advantage ingres for linux (,,842.73
No,565,1865,0,565,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,1865,19700045 adobe creative suite 3 web premium complete package 1 user cd mac univ,,1691.87
No,1072,770,0,1072,marine aquarium & goldfish screen saver by encore software,encore software,,770,encore software 25020 marine aquarium 2.5 ( hybrid ) win 95 98 me 2000 xp/mac 10.1 or higher,,19.97
No,441,2772,0,441,sony acid music studio,sony-pictures-digital-entertainment,69.99,2772,sony acid music studio ( pc ),,69.99
No,263,1723,0,263,symantec mail security for smtp 5.0 smb av cd 5u gov,symantec,,1723,10547845 symantec mail security for smtp with antivirus v. 5.0 complete package -,,118.03
No,382,2393,0,382,adobe production studio premium,adobe,1699.0,2393,adobe production premium cs3 software suite for mac av production software,,1698.95
No,1275,2936,0,1275,punch ! super home suite,punch ! software,49.99,2936,punch software 17100 punch ! super home suite,punch software,45.99
No,35,456,0,35,the print shop pro publisher 22 deluxe [ dvd ],encore,99.99,456,encore inc print shop 22 pro publisher deluxe,,85.07
No,1242,1034,0,1242,peachtree by sage premium accounting 2007,sage software,499.99,1034,peachtree ( r ) premium accounting 2007,,499.99
No,1275,2421,0,1275,punch ! super home suite,punch ! software,49.99,2421,punch software 17100 punch ! super home suite,punch software,45.99
No,1001,674,0,1001,printmaster 17 platinum by encore software,encore software,39.99,674,print master platinum v17,,29.9
No,1108,2763,0,1108,3d bridge deluxe ( mac ),freeverse software,24.99,2763,freeverse software 4012 3d bridge deluxe ( retail box ) for mac,freeverse software,18.99
No,35,1821,0,35,the print shop pro publisher 22 deluxe [ dvd ],encore,99.99,1821,10731 the print shop 22 pro publisher deluxe complete package 1 user win,,84.13
No,958,2444,0,958,onone plug-in suite 3 for adobe photoshop,onone software,399.95,2444,onone software pps-30212 on1 plug-in suite v. 3.0 for adobe photoshop upgrade image collection/editing/archive pc mac intel-based mac,,274.97
No,1151,2063,0,1151,pc tools spyware doctor 2007,encore,29.95,2063,encore software 10991 pc tools spyware doctor 2007 sbcs by pc tools,,25.97
No,593,923,0,593,adobe indesign cs3 upgrade [ mac ],adobe,199.0,923,adobe indesign cs3 for mac upgrade from pagemaker,,205.99
No,1284,1427,0,1284,punch ! master landscape & home design,punch ! software,99.99,1427,punch software 85100 punch!master landscape pro v10 and home design,,59.97
No,513,2153,0,513,mavis beacon typing 17 ( win/mac ),encore software,19.99,2153,mavis beacon teaches typing v17 deluxe pc/mac,,29.9
No,1279,551,0,1279,palo alto business plan pro premier 2007,palo-alto-software,199.0,551,palo alto software business plan pro 2007,palo-alto-software,88.83
No,1185,2030,0,1185,3d home architect landscape design deluxe version 9,encore,29.99,2030,encore software 13911 3d home architect home & landscape deluxe suite version 9,,33.97
No,736,2112,0,736,adobe creative suite cs3 production premium upgrade,adobe,799.0,2112,adobe production premium cs3 software suite for windows professional editing software,,1698.95
No,635,3050,0,635,family tree maker version 16 essentials,encore,29.95,3050,encore software 10891 family tree maker version 16 essential sb cs,,25.97
No,1159,2285,0,1159,nero 7 ultra edition enhanced pc & home entrmnt soln,neso usa,99.99,2285,ahead software 70115 nero 7 ultra edition enhanced mini pc & home entrmnt soln,,83.97
No,773,2411,0,773,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,2411,office mac 2004 microsoft 731-01002,,331.77
No,548,3092,0,548,quickbooks pro 2007 small business financial software,intuit,199.95,3092,quickbooks ( r ) pro 2007,,179.99
No,591,2911,0,591,apple iwork '06 family pack ( mac dvd ) [ older version ],apple,99.0,2911,iwork '06 ( mac ) apple,,79.99
No,950,2222,0,950,apple logic pro 7.2 upgrade,apple,299.0,2222,apple/emagic logic express 7.2 software music production software,,299.0
No,895,1118,0,895,hoyle card games 2007,encore software,19.99,1118,hoyle ( r ) card games 2007,,19.99
No,508,367,0,508,acrobat professional 8 mac upsell standard-professional,adobe,273.0,367,adobe acrobat v8 .0 professional for mac upgrade,,145.99
No,839,263,0,839,adobe photoshop cs3 extended,adobe,999.0,263,adobe photoshop cs3 extended for mac,,935.99
No,1258,1342,0,1258,punch ! home design architectura series 18,punch ! software,129.99,1342,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
No,1021,1332,0,1021,resumemaker professional 12.0,individual software,29.99,1332,individual software prm-r12 resumemaker professional 12.0,individual software,29.99
No,505,1762,0,505,norton internet security mac 3.0 [ antivirus firewall privacy controls iclean ],symantec,99.95,1762,norton internet security ( v3 .0 ) mac symantec 10069614-in,,83.43
No,1249,116,0,1249,window washer,navarre ( software ),29.95,116,17911 window washer license and media 1 user cd win,,21.41
No,496,3126,0,496,microsoft windows vista business 32-bit for system builders,microsoft,179.99,3126,microsoft ( r ) windows vista ( tm ) business,,199.99
No,633,644,0,633,sportsman 's double play,masque,,644,masque publishing sportsmans double play,,17.55
No,935,2173,0,935,corel dvd moviefactory 6.0 plus,corel,79.99,2173,corel ulead dvd moviefactory 6 software for windows authoring software,,49.95
No,150,1950,0,150,suretrak project manager 3.0,primavera systems,499.0,1950,1-57408-058-x suretrak project manager v. 3.0 complete package 1 user cd win,,436.71
No,1105,1039,0,1105,punch ! master landscape & home design,punch ! software,59.99,1039,punch software 25100 punch ! master landscape and home design,punch software,45.99
No,1287,1433,0,1287,punch ! 5 in 1 home design,punch ! software,39.99,1433,punch software 20100 punch ! 5 in 1 home design,punch software,35.99
No,653,2044,0,653,3d home architect home design deluxe version 9,encore,29.99,2044,encore software 13921 3d home architect home design deluxe version 9,,25.97
No,810,2559,0,810,monopoly here & now,encore,19.95,2559,encore software 11182 monopoly here & now win 98 me 2000 xp,,18.97
No,146,1860,0,146,microsoft mappoint 2006 standard edition,microsoft,299.0,1860,b21-00800 microsoft mappoint 2006 complete package 1 pc cd win english,,288.48
No,215,96,0,215,netmanage rumba web to host as400 ed v4 .2 910623-000 ),netmanage,,96,910623-000 rumba web-to-host for as/400 v. 4.2 license 1 processor tier p60 s,,29578.09
No,292,2973,0,292,namco museum 50th anniversary collection,namco video games,19.99,2973,namco museum 50th anniversary,,16.95
No,217,2409,0,217,cisco syst . minor release : requires existing cww-6 .1 - win-mr ),cisco systems enterprise,,2409,cisco ciscoworks v. 6.1 for windows upgrade cww-6 .1 - win-mr,,225.0
No,359,2073,0,359,adventure workshop 1st-3rd grade 8th edition,encore,19.99,2073,encore software 12421 adventure workshop 8 1st-3rd,,17.97
No,593,1792,0,593,adobe indesign cs3 upgrade [ mac ],adobe,199.0,1792,27510889 adobe indesign cs3 v. 5 product upgrade package 1 user upgrade from,,214.55
No,197,63,0,197,sonicwall global vpn client license 01-ssc-5310 ),sonic systems inc. .,,63,01-ssc-5310 sonicwall global vpn client license 1 user win,,43.85
No,977,2670,0,977,safekeeper plus,bling,39.99,2670,bling software limited safekeeper plus,,39.99
No,107,2503,0,107,photoshop elements 5 and premiere elements 3 bundle win minibox ( 29180248 ),adobe,242.62,2503,adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software,,149.95
No,514,2441,0,514,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,2441,microsoft windows vista ultimate upgrade,,239.95
No,202,734,0,202,the computrace lojack for laptops computer tracking and loss control solution by,lenovo,,734,lfl-n2-12 computrace lojack for laptops subscription package 1 year 1 notebook m,,39.95
No,5,1889,0,5,emc retrospect 7.5 disk to disk windows,dantz,,1889,emc ju10a0075 emc retrospect 7.5 disk to disk windows emc insignia retrospect disk-to-disk v. 7.5 complete package 1 server cd win 0093156011006,,266.92
No,1020,2986,0,1020,elementary school advantage 2007,encore software,29.99,2986,elementary advantage 2007,,12.95
No,480,2864,0,480,jumpstart world 1st grade,knowledge adventure,19.99,2864,jumpstart advanced 1st grade knowledge adventure,,19.99
No,773,2195,0,773,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,2195,microsoft microsoft office 2004 software suite mac apple & mac software,,399.95
No,1038,2373,0,1038,printmaster 17 gold by encore software,encore software,30.66,2373,encore software 10485 encore printmaster v. 17.0 platinum complete product creativity application 1 user complete product standard pc,,33.97
No,1215,33,0,1215,microsoft digital image suite 2006 plus pinnacle studio 10.0,microsoft,99.95,33,c6q-00002 microsoft digital image suite plus complete package 1 pc cd-rom ( mini box ),,93.33
No,897,426,0,897,adobe creative suite cs3 production premium upsell,adobe,1199.0,426,adobe cs3 production premium upgrade,,822.99
No,1287,107,0,1287,punch ! 5 in 1 home design,punch ! software,39.99,107,24100 punch ! 5 in 1 home design complete package 1 user cd win,,36.28
No,1259,2039,0,1259,print shop 22 pro publisher deluxe,encore,99.99,2039,the printshop pro publisher v22 deluxe dvd-rom,,69.9
No,1353,3016,0,1353,instant immersion italian deluxe v2 .0 ( large box ),topics entertainment,29.99,3016,instant immers italian dlux 2 .,,36.11
No,204,61,0,204,cisco ios enterprise services complete package cd28-esk9 = ),cisco systems enterprise,,61,cd28-esk9 = cisco ios enterprise services complete package cd,,1001.38
No,906,2286,0,906,monopoly here & now,encore,19.95,2286,encore software 11181 encore monopoly here & now board game pc,,17.97
No,132,1867,0,132,upgrade emc retrospect 7.5 multi server windows only,dantz,,1867,mz24a0075 emc insignia retrospect multi server v. 7.5 upgrade package unlimited,,502.04
No,168,2160,0,168,autodesk discreet combustion 4 windows ),autodesk,,2160,autodesk autodesk combustion 4 motion graphics software compositing software,,994.95
No,993,89,0,993,quickbooks customer manager 2.5,intuit,79.95,89,298881 quickbooks customer manager v. 2.5 complete package 1 user cd win,,69.38
No,1300,2307,0,1300,acad vegas movie studio + dvd 8 platinum,sony-pictures-digital-entertainment,,2307,sony vegas movie studio + dvd v8 platinum edition video editing software professional editing software,,129.95
No,609,1136,0,609,quicken 2007 for mac,intuit,69.95,1136,quicken ( r ) for mac 2007,,69.99
No,783,613,0,783,corel dvd moviefactory 6.0,corel,49.99,613,corel corporation dvd movie factory 6 plus retial ( english ),,74.08
No,880,2071,0,880,super granny 3,encore software,19.99,2071,encore software 13791 super granny 3,,17.97
No,1235,750,0,1235,photoshop elements 4 edu mac 1u,adobe-education-box,69.0,750,adobe photoshop elements 4.0 photo-editing software for mac,,85.95
No,1021,3060,0,1021,resumemaker professional 12.0,individual software,29.99,3060,resume maker professional 12,,17.95
No,282,2060,0,282,elementary success deluxe 2006 ( dw dvd ),topics entertainment,49.99,2060,elementary school success deluxe 2006,,15.9
No,808,2573,0,808,3d home architect landscape designer v8,encore software,29.99,2573,encore software 10636 3d home architect landscape v. 8by,,25.97
No,218,111,0,218,microsoft upg win small business svr cal t74-01215 ),microsoft corporation,330.14,111,t74-01215 microsoft windows small business server 2003 version upgrade license 5 addit,,186.73
No,356,2408,0,356,ringtone media studio 2,laplink,19.95,2408,ringtone media studio 2.0 ( bil,,14.99
No,970,461,0,970,computrace lojack for laptops : 3 year subscription,absolute software,99.99,461,computrace lojack for laptops 3 yr subscription,,89.99
No,1055,2280,0,1055,high school advantage 2007,encore software,29.95,2280,encore software 10450 encore high school advantage v. 2007 complete product training/wbt 1 user complete product standard pc,,25.97
No,516,1763,0,516,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,1763,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48
No,1269,1035,0,1269,punch 5 in 1 home design,punch ! software,39.99,1035,punch software 24100 punch ! 5 in 1 home design complete product architectural 1 user complete productcomplete productstandard pc,,35.97
No,267,1696,0,267,adobe photoshop elements 5.0 / premier elements 3.0 [ lb ],adobe,149.99,1696,adobe systems inc 29180248 adobe photoshop elements 5.0 / premiere elements 3.0,,139.51
No,364,2807,0,364,adobe premiere elements 3.0 [ lb ],adobe,99.99,2807,adobe premiere elements 3 ( pc ),,99.99
No,1269,107,0,1269,punch 5 in 1 home design,punch ! software,39.99,107,24100 punch ! 5 in 1 home design complete package 1 user cd win,,36.28
No,859,2817,0,859,onone software intellihance pro 4.1,onone software,,2817,onone software ice-10770 intellihance pro 4.1 mac/win ( buy now and get free cs3 compatibility upgrades ),onone software,158.99
No,1110,2093,0,1110,the print shop 22 pro publisher deluxe sb cs by the print shop,encore software,99.95,2093,encore software 10691 the print shop 22 sb cs by the print shop,,25.97
No,513,2830,0,513,mavis beacon typing 17 ( win/mac ),encore software,19.99,2830,mavis beacon teaches typing 17 standard ( pc/mac ) encore,,19.99
No,7,1908,0,7,acad upgrade dragon naturallyspeaking pro solution 9.0 ( a289a-fd7-9 .0 ),nuance academic,399.54,1908,nuance dragon naturallyspeaking v. 9.0 professional upgrade,,212.62
No,361,254,0,361,adobe creative suite cs3 web standard upsell,adobe,799.0,254,adobe cs3 web standard upsell,,819.99
No,205,44,0,205,nortel contivity stateful firewall license standard 1 switch,nortel,,44,dm0016009 contivity stateful firewall license 1 switch english,,371.5
No,1282,25,0,1282,adobe after effects cs3,adobe,999.0,25,25510587 adobe after effects cs3 professional complete package 1 user dvd win c,,1054.23
No,301,2984,0,301,broderbund printmaster platinum 16.0,encore software,39.99,2984,printmaster platinum 16,,19.95
No,783,2179,0,783,corel dvd moviefactory 6.0,corel,49.99,2179,corel ulead dvd moviefactory plus 6 software for windows authoring software,,79.95
No,1272,2402,0,1272,punch ! home design architectural series 18,punch ! software,129.99,2402,punch software 41100 punch ! home design architectural series 18,punch software,118.99
No,482,1506,0,482,window washer,webroot-software-inc,,1506,window washer,,22.99
No,1242,857,0,1242,peachtree by sage premium accounting 2007,sage software,499.99,857,sage ( ptree ) premium accounting accountants edition 2007,,492.01
No,223,1952,0,223,symantec client security 3.1 with groupware protection business pack 50 user,symantec,3732.0,1952,symantec 10517904 client security v. 3.1 business pack complete product internet security 50 user ( s ) complete product standard pc - free shipping,,1895.97
No,632,3160,0,632,microsoft windows xp professional full version with sp2,microsoft,299.99,3160,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99
No,826,2109,0,826,motu digital performer 5 digital audio software ( mac only ),motu,795.0,2109,motu digital performer dp5 software music production software,,319.95
No,202,2209,0,202,the computrace lojack for laptops computer tracking and loss control solution by,lenovo,,2209,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),,85.97
No,1021,2453,0,1021,resumemaker professional 12.0,individual software,29.99,2453,individual software prm-r12 resumemaker professional 12.0,individual software,29.99
No,865,2505,0,865,cakewalk sonar home studio 6,cakewalk,139.0,2505,cakewalk sonar home studio 6 xl software music production software,,159.0
No,705,1040,0,705,professional home design suite platinum,punch ! software,99.95,1040,punch software 35100 punch ! home design suite professional complete product architectural standard 1 user ( s ) complete product pc,,59.97
No,549,1897,0,549,adobe acrobat capture 100 000 page pack,adobe,1514.99,1897,22101180 adobe acrobat capture page pack license 100000 pages win,,1113.53
No,208,50,0,208,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,50,633808105020 wasp bar code labeler complete package 3 users cd win english,,195.77
No,1279,1029,0,1279,palo alto business plan pro premier 2007,palo-alto-software,199.0,1029,palo alto software bppx palo alto business plan 2007 pro complete product business planning 1 user complete product standard pc,,83.97
No,274,845,0,274,instant immersion italian 2.0,topics entertainment,29.99,845,topics entertainment instant immersion italian 2.0,,17.55
No,1329,3021,0,1329,instant immersion translator deluxe 2.0,topics entertainment,49.99,3021,instant immers spanish dlux 2,,36.11
No,556,621,0,556,instant immersion italian deluxe 2.0,topics entertainment,49.99,621,topics entertainment instant immersion italian deluxe 2.0 ( mass merchant box ),,31.06
No,892,3019,0,892,adobe premiere pro cs3,adobe,799.0,3019,premiere pro cs3 mac,,808.15
No,520,1823,0,520,quickbooks premier nonprofit edition 2007,intuit,399.95,1823,299530 quickbooks premier nonprofit edition 2007 complete package 1 user cd win,,344.58
No,1187,2934,0,1187,clickart 1.2 million 2006 dvd,encore software,,2934,encore software 10466 clickart 1.2 million dvd 2006 by broderbund,,41.97
No,944,774,0,944,registry mechanic by encore software,encore software,46.52,774,encore software 10598 registry mechanic win 98 me 2000 xp,,26.97
No,1334,71,0,1334,adobe creative suite cs3 web standard,adobe,999.0,71,29270055 adobe creative suite 3 web standard complete package 1 user cd win uni,,1056.98
No,808,2587,0,808,3d home architect landscape designer v8,encore software,29.99,2587,3d home architect landscape v. 8by encore software,,26.36
No,1145,2411,0,1145,microsoft office 2004 standard ( mac ),microsoft,399.99,2411,office mac 2004 microsoft 731-01002,,331.77
No,973,987,0,973,computrace lojack for laptops : 1 year subscription,absolute software,49.99,987,computrace lojack for laptops 1 yr subscription,,45.99
No,974,9,0,974,sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,9,vegas movie studiodvd +8 plat,sony creative software,92.99
No,140,344,0,140,retrospect 6.0 desktop mac upgrade,dantz,59.99,344,emc insignia retrospect desktop 6 upgrade,,49.99
No,144,1817,0,144,backup exec netware open file v9 .2 e/g full package product,veritas,695.0,1817,e17883d symantec backup exec for netware servers open file option v. 9.2 complet,,460.7
No,1199,326,0,1199,dreamweaver cs3 9 mac ed 1u,adobe-education-box,199.0,326,adobe dreamweaver cs3,,415.99
No,1085,1396,0,1085,burning monkey solitaire 4.0,freeverse software,24.95,1396,freeverse software 7001 burning monkey solitaire 4.0 mac 10.3.9 or later ub,,22.97
No,540,2181,0,540,ulead videostudio 11 plus,corel,129.99,2181,corel ulead videostudio 11 video editing and dvd authoring software for windows authoring software,,89.95
No,917,2835,0,917,elementary advantage 2008,encore software,,2835,elementary advantage 2008 encore,,39.95
No,3,1034,0,3,peachtree by sage premium accounting for nonprofits 2007,sage software,599.99,1034,peachtree ( r ) premium accounting 2007,,499.99
No,392,2962,0,392,clifford reading pack ( dvd box ),scholastic,19.99,2962,clifford the big red dog reading pack,,19.95
No,309,2095,0,309,family tree maker version 16 deluxe,encore,69.95,2095,encore software 10861 family tree maker version 16 collectors edition sb cs,,81.97
No,557,921,0,557,adobe creative suite cs3 production premium,adobe,1699.0,921,adobe cs3 production premium,,1749.99
No,689,3050,0,689,family tree maker version 16 collectors edition,encore software,,3050,encore software 10891 family tree maker version 16 essential sb cs,,25.97
No,277,2991,0,277,super solvers spellbound ! ! school edition for mac,learning company,49.95,2991,super solvers spellbound ! ! school edition for mac,,17.95
No,796,2521,0,796,ulead videostudio 11,corel,89.99,2521,corel ulead videostudio 11 plus software for win educational license authoring software,,89.95
No,883,2112,0,883,adobe creative suite cs3 production premium,adobe,1699.0,2112,adobe production premium cs3 software suite for windows professional editing software,,1698.95
No,260,1744,0,260,cisco 2600xm ser ios ip/fw/ids cd26xm-ch = ),cisco systems enterprise,,1744,cd26xm-ch = cisco ios ip/fw/ids complete package cd,,360.82
No,1072,2375,0,1072,marine aquarium & goldfish screen saver by encore software,encore software,,2375,encore software 25005 encore marine aquarium v. 2.0 complete product screen saver 1 user ( s ) complete product standard pc mac,,18.97
No,879,1085,0,879,sony sound forge 9 boxed upgrade,sony media,232.05,1085,sony media software sound forge 9 digital audio production suite music production software,,299.95
No,866,1734,0,866,system care professional,avanquest,49.95,1734,avanquest usa 1461 system suit 7 professional,avanquest usa,44.99
No,881,2093,0,881,the print shop 22 deluxe sb cs by the print shop,encore software,49.95,2093,encore software 10691 the print shop 22 sb cs by the print shop,,25.97
No,350,1853,0,350,adobe creative suite cs3 design standard upsell [ mac ],adobe,899.0,1853,19300109 adobe creative suite 3 design standard product upgrade package 1 user upgr,,424.74
No,195,76,0,195,world of warcraft,blizzard entertainment,19.99,76,72212 world of warcraft complete package 1 user pc cd win mac,,24.8
No,554,260,0,554,instant immersion german deluxe 2.0,topics entertainment,39.99,260,topics entertainment instant immersion german 2.0,,17.55
No,606,2195,0,606,microsoft office 2004 professional ( mac ),microsoft,499.99,2195,microsoft microsoft office 2004 software suite mac apple & mac software,,399.95
No,1182,2797,0,1182,onone software pxl smartscale windows and macintosh ),onone software,,2797,onone software pxe-11433 pxl smartscale elect 1-user english mac/win,onone software,158.99
No,1097,1870,0,1097,spy sweeper with antivirus/child safe,webroot software,39.95,1870,50411 spy sweeper with antivirus complete package 3 users win,,38.91
No,283,2988,0,283,tonka town ( jewel case ),atari,9.99,2988,tonka town,,7.95
No,147,1925,0,147,red hat entprse linux as 3 amd rhf0211us ),red hat software,,1925,rhf0211us red hat enterprise linux as premium support red hat enterprise linux as for am,,53937.1
No,660,2277,0,660,usa/world extreme landscapes bundle,abacus,39.95,2277,abacus software s546 usa extreme landscapes for fs2004 and fs2002 3cd set,abacus software,28.99
No,1076,1157,0,1076,the print shop 22 sb cs by the print shop,encore software,,1157,the print shop ( r ) 22,,29.99
No,1013,402,0,1013,marine aquarium 2.0 ( pc & mac ),encore,29.99,402,encore marine aquarium 2.0,,19.99
No,403,2888,0,403,backyard skateboarding,atari,,2888,backyard skateboarding,,7.95
No,452,25,0,452,adobe after effects cs3,adobe,999.0,25,25510587 adobe after effects cs3 professional complete package 1 user dvd win c,,1054.23
No,361,71,0,361,adobe creative suite cs3 web standard upsell,adobe,799.0,71,29270055 adobe creative suite 3 web standard complete package 1 user cd win uni,,1056.98
No,779,2100,0,779,3d home architect landscape v. 8 by encore software,encore software,39.99,2100,encore software 10634 3d home architect home v. 8 by,,33.97
No,660,2907,0,660,usa/world extreme landscapes bundle,abacus,39.95,2907,abacus software s546 usa extreme landscapes for fs2004 and fs2002 3cd set,abacus software,28.99
No,1037,2564,0,1037,brain food games : cranium collection 2006,encore,19.95,2564,encore software 11253 brain food games : cranium collection 2006 sb cs by encore,,17.97
No,545,104,0,545,microsoft flight simulator x deluxe dvd,microsoft,49.95,104,9am-00014 microsoft flight simulator x deluxe edition complete package 1 user pc d,,42.79
No,444,2864,0,444,jumpstart 1st grade,knowledge adventure,,2864,jumpstart advanced 1st grade knowledge adventure,,19.99
No,387,2953,0,387,home budget for dummies,atari,,2953,home budget for dummies,,10.95
No,149,1934,0,149,enterasys vpn & firewall code upgrade xsr-18xx-vpn-fw ),cabletron systems,1928.07,1934,xsr-18xx-vpn-fw enterasys operating system base/vpn/firewall upgrade package 1 router cd,,1131.29
No,1105,1955,0,1105,punch ! master landscape & home design,punch ! software,59.99,1955,punch software 85100 master landscape professional & home design v 10.0,,61.8
No,158,1911,0,158,photo objects 150 000 for macintosh,nova development,49.99,1911,bjmt art explosion photo objects 150000 complete package 1 user dvd mac,,43.22
No,264,1595,0,264,adobe photoshop cs3 extended [ mac ],adobe,999.0,1595,adobe photoshop cs3 ( v10 .0 ) mac adobe 13102488,,537.65
No,1062,3219,0,1062,pc tools spyware doctor 2007 sb cs by pc tools,encore software,29.99,3219,pc tools spyware doctor 2007,,29.99
No,741,465,0,741,illustrator cs3 13 mac ed 1u,adobe-education-box,199.0,465,adobe illustrator cs3 for mac,,619.99
No,207,49,0,207,crystal reports 11 professional full product french,business objects,909.66,49,w-1rp-f-wx-00 crystal reports xi professional edition complete package 1 user win fren,,538.5
No,253,1781,0,253,filemaker mobile 8 for palm os and pocket pc,filemaker,69.0,1781,td824ll/a filemaker mobile v. 8 complete package 1 user cd win mac palm os,,66.15
No,452,355,0,452,adobe after effects cs3,adobe,999.0,355,adobe cs3 after effects,,1025.99
No,1110,2039,0,1110,the print shop 22 pro publisher deluxe sb cs by the print shop,encore software,99.95,2039,the printshop pro publisher v22 deluxe dvd-rom,,69.9
No,1273,2473,0,1273,adobe soundbooth cs3,adobe,199.0,2473,adobe soundbooth cs3 audio editing software mac music production software,,198.95
No,153,1951,0,153,upgrade 3d for exceed 2007 1u,hummingbird communications,,1951,exmpi555300m1200u exceed 3d 2007 upgrade package 1 user cd win,,137.35
No,839,1595,0,839,adobe photoshop cs3 extended,adobe,999.0,1595,adobe photoshop cs3 ( v10 .0 ) mac adobe 13102488,,537.65
No,124,2087,0,124,tlc dr. seuss reading learning system 2008,encore,19.99,2087,encore software 13881 tlc dr seuss reading learning system 2008,,17.97
No,1284,1955,0,1284,punch ! master landscape & home design,punch ! software,99.99,1955,punch software 85100 master landscape professional & home design v 10.0,,61.8
No,1182,2627,0,1182,onone software pxl smartscale windows and macintosh ),onone software,,2627,onone software pxe-11433 pxl smartscale elect 1-user english mac/win,onone software,158.99
