label_str,ltable_id,rtable_id,label,id_x,title_x,category_x,brand_x,modelno_x,price_x,id_y,title_y,category_y,brand_y,modelno_y,price_y
No,509,1798,0,509,panasonic lumix dmc-fh5v 16.1 mp violet digital camera w 4x optical zoom 2.7 lcd display digital cameras panasonic dmc-fh5v 129.0,,panasonic,,,1798,panasonic lumix dmc-fh5 16.1 mp digital camera with 4x optical image stabilized zoom with 2.7-inch lcd purple panasonic dmc-fh5p-v,point shoot digital cameras,,,
No,889,2790,0,889,logitech wireless mouse m310 bundle computers,,,,29.88,2790,logitech wireless mouse m310 soft violet mice logitech,,,910-001918,23.13
No,2082,11014,0,2082,da-lite cherry veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format da-lite 73179 167.99,electronics - general,,,,11014,heritage walnut veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal projection screens da-lite,,,,
No,578,11384,0,578,targus chill mat laptop cooling stand electronics - general,,targus,pa248u2,30.44,11384,targus pa248u5 laptop chill mat black computers accessories pa248u5,,targus,,27.99
No,2201,11698,0,2201,pny 4gb micro swivel attache flash drive printers pny 9.84,,,,,11698,pny micro swivel attach 4 gb usb 2.0 flash drive p-fdu4gbsv-ef blu blue usb flash drives p-fdu4gbsv-ef / blu 7.99,,pny,,
No,2337,19231,0,2337,edge tech diskgo 500gb external superspeed usb 3.0 hard drive,hard drives,edge tech,pe227821,70.98,19231,diskgo 500gb external hard drive edgdg207342pe,,edge,,121.01
No,811,12394,0,811,aleratec inc cd dvd shredder aleratec,stationery & office machinery,,,61.88,12394,aleratec 240144 dvd cd shredder plus ds2 black aleratec 111.39,shredders,,240144,
No,1624,7991,0,1624,hp q3675a image transfer kit hp 194.84,printers,,q3675a,,7991,color laserjet 4700 image transfer kit printer transfer units hp 4700/4730/cp4005 195.98,,,,
No,1317,15355,0,1317,tenba mixx shoulder bag large 136902 85.99,mp3 accessories,tenba,,,15355,tenba 638-625 mixx large camera shoulder bag black orange cases bags,,tenba,638-625,
No,771,11539,0,771,crystal cover set for ipad 2 crystal clear mp3 accessories tr-ccsipd2-cc / en 29.99,,simplism,,,11539,simplism japan crystal cover set for ipad 2 - white tr-ccsipd2-wt en,cases sleeves,simplism japan,tr-ccsipd2-wt / en,29.99
No,1688,17244,0,1688,universal pressboard classification folder legal box of 10 red stationery & office machinery,,,82007,47.84,17244,smead 19075 - pressboard classification folders wself tab legal six-section red 10 box office electronics smead,,,,
No,2515,554,0,2515,corsair 115gb solid state drive corsair force series corsair,hard drives,,cssdf115gbp2brk,261.25,554,corsair 120 gb force series ultra fast trim supported solid state drive cssd-f120gb2-brkt computers accessories corsair cssd-f120gb2-brkt,,,,
No,1423,7699,0,1423,pny 4gb mini flash drive pny,usb drives,,p-fd4gb / mini-efm1,12.88,7699,pny p-fd4gb mini-fs 4gb mini attache usb 2.0 flash drive pny p-fd4gb / mini-rf,usb flash drives,,,
No,702,11013,0,702,da-lite mahogany veneer model b manual screen with high power fabric - 60 x 60 av format electronics - general 310.99,,da-lite,99735,,11013,heritage walnut veneer model b manual screen with high power fabric - av format size 60 x 60 projection screens,,da-lite,,
No,889,8763,0,889,logitech wireless mouse m310 bundle computers,,,,29.88,8763,logitech wireless mouse m310 silver mice logitech,,,910-001675,21.49
No,2127,16035,0,2127,svat ultra-slim web-ready 8 channel dvr security system with built-in 19 lcd screen and 4 indoor outdoor hi-res night vision surveillance cameras clearvu10 1199.0,garden - general,svat electronics,,,16035,svat sync cv503-8ch19m-002 all-in-one 19-inch lcd screen 8 channel 500gb hdd dvr security system with smart phone access and 4 indoor outdoor hi-res night vision ccd surveillance cameras bullet cameras,,svat,cv503-8ch19m-002,
No,1531,17433,0,1531,hon 10700 series right pedestal credenza 72w x 24d x 29-1 2h mahogany hon,furniture,,10707rnn,799.0,17433,new-hon 10707rnn - 10700 series right pedestal credenza 72w x 24d x 29-1 2h mahogany - hon10707rnn hon,laminating supplies,,,486.0
No,993,14690,0,993,da-lite matte white model c with csr manual screen - 50 x 67 video format da-lite,electronics - general,,91841,397.99,14690,da-lite model c with csr - projection screen - matte white da-lite with csr 398.5,projection screens,,,
No,2019,17431,0,2019,hon metal bookcase 34-1 2w x 12-5 8d x 81-1 8h furniture hon s82abcp 369.0,,,,,17431,new-hon s82abcq - metal bookcase 6 shelves 34-1 2w x 12-5 8d x 81-1 8h light gray - hons82abcq 519.0,laminating supplies,hon,,
No,1171,16356,0,1171,wilson jones wallet file legal recycled kraft stationery & office machinery 5.09,,wilson jones,,,16356,wilson jones wcc7234rg - wallet file legal recycled green wilson jones,,,,
No,664,11618,0,664,adobe photoshop and premiere elements 9 windows and mac software 140.7,,adobe,65087226,,11618,pc treasures 19652 sft adobe photoshop elements 9 premiere elements 9 windows mac version,audio video accessories,pc treasures,,22.67
No,944,2279,0,944,brother tn360 black toner cartridge brother tn360,printers,,,45.54,2279,brother black high yield toner cartridge tn450 tn450 42.49,laser printer toner,brother,,
No,2112,12785,0,2112,da-lite video spectra 1.5 model c with csr manual screen - 7 x 9 av format 82976,electronics - general,da-lite,,697.99,12785,da-lite model c with csr - projection screen - 1 1 - video spectra 1.5 with csr,projection screens,da-lite,,401.95
No,219,2725,0,219,microsoft wireless mobile mouse 4000 sgkomen pink microsoft,mice,,d5d-00052,20.0,2725,microsoft wireless mobile mouse 4000 - white mice d5d-00008 19.99,,microsoft,,
No,889,14667,0,889,logitech wireless mouse m310 bundle computers,,,,29.88,14667,logitech wireless mouse m310 vivid violet 910-002488 logitech 910-002488,mice,,,16.5
No,37,5601,0,37,roocase multi-angle folio leather case stylus for acer iconia tab a500 electronics - general roocase 47.99,,,222043,,5601,roocase multi-angle black leather folio case cover for acer iconia tab a500 a501 10.1-inch android tablet wi-fi roocase,,,,29.89
No,353,14169,0,353,logitech wireless mouse m315 silver mice logitech,,,910002537,19.88,14169,logitech wireless mouse m315 nano steel blue logitech m315,mice,,,
No,2272,12417,0,2272,3m 98-0440-4809-2 pf27 .0 w privacy screen filter for lcd monitor electronics - general,,3m,98-0440-4809-2,199.88,12417,3m privacy filter - 3m pf27 .0 w9 widescreen monitor privacy screen 16 9 3m pf27 .0 w9,screen filters,,,157.03
No,1425,10754,0,1425,da-lite hc matte white advantage manual with csr - wide format 164 diagonal da-lite,electronics - general,,34723,1223.99,10754,da-lite advantage manual with csr - projection screen - 1 1 - matte white da-lite 542.95,projection screens,,,
No,1258,21936,0,1258,da-lite video spectra 1.5 model c manual screen - 78 x 139 hdtv format 787.99,electronics - general,da-lite,82973,,21936,da-lite model c hdtv format manual wall and ceiling screen 78 x 139 159 diagonal silver matte surface projection screens da-lite 539.95,,,,
No,547,21282,0,547,verbatim 96438 2gb store n go usb 2.0 flash drive usb drives 96438 14.84,,verbatim,,,21282,verbatim 95183 - store n go usb flash drive 2gb uninterrupted power supply ups verbatim,,,,
No,2517,14169,0,2517,logitech wireless mouse m315 victorian mice,,logitech,910002534,19.88,14169,logitech wireless mouse m315 nano steel blue logitech m315,mice,,,
No,786,12785,0,786,da-lite video spectra 1.5 model c with csr manual screen - 58 x 104 hdtv format da-lite,electronics - general,,82980,736.99,12785,da-lite model c with csr - projection screen - 1 1 - video spectra 1.5 with csr,projection screens,da-lite,,401.95
No,1571,11014,0,1571,da-lite honey maple veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format da-lite 87184,electronics - general,,,167.99,11014,heritage walnut veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal projection screens da-lite,,,,
No,2297,6998,0,2297,da-lite medium oak veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format da-lite 73171,electronics - general,,,167.99,6998,honey maple veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal,projection screens,da-lite,,
No,1317,9408,0,1317,tenba mixx shoulder bag large 136902 85.99,mp3 accessories,tenba,,,9408,tenba 638-621 mixx large camera shoulder bag black black tenba,cases bags,,638-621,
No,1571,4739,0,1571,da-lite honey maple veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format da-lite 87184,electronics - general,,,167.99,4739,light oak veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal projection screens da-lite,,,,
No,65,8836,0,65,epson t020201 color ink cartridge epson t020201 27.0,printers,,,,8836,epson stylus color 880 880i color ink cartridge double pack,inkjet printer ink,epson,t020201-d1,38.31
No,948,1204,0,948,edge 512mb 1x512mb pc2100 nonecc unbuffered 200 pin ddr sodimm edge pe187378 22.88,memory,,,,1204,edge - memory - 512 mb - so dimm 200-pin - ddr - 266 mhz pc2100 - unbuffered - non-ecc computers accessories edge 13.99,,,,
No,2434,4727,0,2434,da-lite high power model b manual screen - 72 x 72 av format electronics - general 33424,,da-lite,,229.99,4727,da-lite model b high power - projection screen - 72 in 183 mm projection screens high power 174.95,,da-lite,,
No,1134,6753,0,1134,da-lite high power advantage manual with csr - hdtv format 133 diagonal,electronics - general,da-lite,85742,1267.99,6753,da-lite advantage manual with csr - projection screen - 1 1 - high power projection screens da-lite,,,,
No,765,5410,0,765,startech 2 port pci express superspeed usb 3.0 card adapter electronics - general pexusb3s2 39.98,,startech,,,5410,startech.com 2 port pci superspeed usb 3.0 card adapter pciusb3s2 pciusb3s2 51.0,hubs,startech,,
No,2396,16194,0,2396,crown super-soaker polypropylene wiper mat with gripper bottom 45 x 67 charcoal rugs crown,,,ssr046ch,139.97,16194,crown ssr035ch - super-soaker wiper mat w gripper bottm polypropylene 34 x 58 charcoal antitheft,,crown,,
No,2236,11638,0,2236,roocase executive portfolio leather case w 2 screen protector for blackberry playbook electronics - general,,roocase,220761,35.99,11638,roocase executive portfolio black leather case cover with landscape portrait view for blackberry playbook tablet wi-fi 4g cases sleeves 20.0,,roocase,,
No,1654,9467,0,1654,startech 6 slim 3.5 mm right angle stereo audio cable m m,electronics - general,startech,mu6mms2ra,7.88,9467,startech.com mu6mmsra slim 3.5 mm to right angle stereo audio cable - m m 6 feet mu6mmsra 4.49,connectors adapters,startech,,
No,1688,16652,0,1688,universal pressboard classification folder legal box of 10 red stationery & office machinery,,,82007,47.84,16652,pendaflex 2157r - pressboard classification folders legal four-section red 10 box,storage presentation materials,pendaflex,,
No,1408,18494,0,1408,olympus vg-110 silver 12mp digital camera bundle w 4x optical zoom 2.7 lcd display hd movie recording olympus 228175 kit 139.0,digital cameras,,,,18494,silver vg-110 12mp digital camera with 4x optical zoom and 2.7 lcd olympus,printers,,,
No,1228,13482,0,1228,sony cyber-shot dsc-t110 16mp digital camera violet w 4x optical zoom hd movie capture 3.0 touchscreen lcd w 50 bonus prints digital cameras dsc-t110 / v,,sony,,219.99,13482,sony cyber-shot dsc-t110 16.1 mp digital camera with 4x optical zoom and 3-inch touchscreen in silver 8gb accessory kit sony dsc-t110 209.95,point shoot digital cameras,,,
No,209,18713,0,209,link depot 80mm led computer case fan black,networking,link depot,fan-80-bk,3.98,18713,link depot fan led fan 80mm blue computers accessories link depot fan-4led-80bu,,,,
No,2371,8969,0,2371,ifrogz summit case for ipad 2 black mp3 accessories ifrogz ipad2sumblk,,,,59.99,8969,ifrogz summit case for ipad 2 - black with blue snap-on shell ipad2-sum-blu ifrogz 39.98,cases sleeves,,ipad2-sum-blu,
No,2115,809,0,2115,da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99,,,,,809,da-lite model b with csr high power - projection screen projection screens da-lite high power 289.95,,,,
No,1226,11499,0,1226,sony cyber-shot dsc-t110 16mp digital camera red w 4x optical zoom hd movie capture 3.0 touchscreen lcd w 50 bonus prints digital cameras 219.99,,sony,dsc-t110 / r,,11499,sony cyber-shot dsc-t110 16.1 mp digital still camera with carl zeiss vario-tessar 4x optical zoom lens and 3.0-inch touchscreen silver sony 189.95,point shoot digital cameras,,dsct110,
No,1091,10988,0,1091,hon 600 series two-drawer lateral file black hon,stationery & office machinery,,682lp,449.94,10988,hon 692ll - 600 series two-drawer lateral file 42w x19-1 4d putty printers,,hon,,
No,814,802,0,814,da-lite dual vision tensioned cosmopolitan electrol - av format 7 x 9 diagonal da-lite 84986,electronics - general,,,2346.99,802,da-lite tensioned cosmopolitan electrol - projection screen motorized - 1 1 - dual vision projection screens da-lite cosmopolitan electrol,,,,
No,2210,19538,0,2210,crown tire-track scraper needlepunch polypropylene vinyl mat 48 x 72 anthracite rugs,,crown,te0046ac,124.97,19538,new-crown te0046gy - tire-track scraper mat needlepunch polypropylene vinyl 48 x 72 gray - cwnte0046gy laminating supplies,,crown,,
No,1136,16963,0,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,electronics - general,,pvr135h1,,16963,powergain prime vision series fixed frame screen - 135 diagonal projection screens elite 1069.0,,,,
No,19,11239,0,19,hp 80 ink printhead printhead cleaner black c4890a 268.79,stationery & office machinery,hp,c4890a,,11239,hp c4893a - c4893a hp 80 ink printhead printhead cleaner 4400 page-yield yellow 268.78,distribution,hp,,
No,1576,460,0,1576,aiptek go-hd blue camcorder w 3x optical zoom 2.4 lcd aiptek,camcorders,,hdv1,149.99,460,aiptek go-hd high definition 720p camcorder with 3x optical zoom camcorders aiptek,,,go-hd camcorder,138.64
No,950,19173,0,950,asus 22 lcd monitor vw224t asus vw224t 144.0,monitors,,,,19173,asus vw224u 22-inch widescreen lcd monitor - black monitors vw224u,,asus,,149.0
No,1241,17234,0,1241,sharpie retractable permanent markers fine point set of 12 black stationery & office machinery sharpie 32701,,,,13.64,17234,sharpie 32701 - retractable permanent marker fine point black accessory kits 20.92,,sharpie,,
No,2201,14110,0,2201,pny 4gb micro swivel attache flash drive printers pny 9.84,,,,,14110,pny micro swivel attach 4 gb usb 2.0 flash drive p-fdu4gbsv-ef gry grey usb flash drives,,pny,p-fdu4gbsv-ef / gry,15.51
No,665,2821,0,665,da-lite video spectra 1.5 model b manual screen with csr - 69 x 92 video format da-lite 85322 429.99,electronics - general,,,,2821,da-lite model b with csr - projection screen - 1 1 - video spectra 1.5 da-lite,projection screens,,,284.5
No,2149,10785,0,2149,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak,digital cameras,,m552pink,94.54,10785,kodak easyshare m552 14mp digital camera with 5x optical zoom and 2.7-inch lcd in dark pink 4gb accessory kit kodak m552,point shoot digital cameras,,,119.95
No,2126,2139,0,2126,pny 4gb sdhc memory card class 4 pny p-sdhc4g4-ef 8.98,usb drives,,,,2139,pny 4gb class 4 navy sd card car audio video pny p-sdhc4g4-ef / navy 11.18,,,,
No,974,10336,0,974,antec 650w earthwatts ea-650 green psu electronics - general antec 90.92,,,ea650green,,10336,antec earthwatts ea650 650w power supply power supplies antec 108.54,,,ea650,
No,467,18785,0,467,universal quick set-up lift-off lid box ltr lgl fiberboard 12 x 10 x 15 blk we 12 ctn universal products,storage,,,30.59,18785,universal 952244 - quick set-up lift-off lid storage box letter legal fiberboard white 4 carton,,universal,,
No,92,12789,0,92,da-lite natural walnut veneer model b manual screen with matte white fabric - 64 x 84 diagonal video format electronics - general da-lite,,,73197,261.99,12789,da-lite manual 64 x 84 diagonal square format office wall screen with cherry veneer case and matte white fabric da-lite,projection screens,,,
No,1815,17571,0,1815,wilson jones super heavy weight sheet protector stationery & office machinery wilson jones 21403,,,,10.94,17571,new-wilson jones 21401 - super heavy weight sheet protector non-glare finish clear 50 box - wlj21401 storage presentation materials wilson jones 28.0,,,,
No,1649,1006,0,1649,ifrogz ipod touch 4 luxe lean case pink mp3 accessories it4ll-pnk 24.99,,ifrogz,,,1006,ifrogz it4ll-red luxe lean for ipod touch 4g - red cases ifrogz it4ll-red,,,,12.5
No,912,16460,0,912,panasonic kx-tg4022n dect 6.0 plus expandable cordless answering system w 2 handsets panasonic kx-tg4022n 44.98,electronics - general,,,,16460,panasonic dect 6.0 expandable digital cordless phone with talking caller id answering system - 2 handset pack,,panasonic,,91.41
No,80,17375,0,80,vaultz lock mobile file chest storage box letter legal black vaultz,stationery & office machinery,,vz01270,59.94,17375,new-vaultz vz01008 - locking file chest storage box letter legal 17-1 2 x 14 x 12-1 2 black - idevz01008 label makers vaultz,,,,
No,1393,18382,0,1393,gbc design view presentation binding system covers clear 8-3 4 2514500,stationery & office machinery,,,19.94,18382,new-gbc 2000036 - clear view presentation binding system cover 11-1 4 x 8-3 4 clear 100 box - gbc2000036 gbc 63.0,covers,,,
No,889,2793,0,889,logitech wireless mouse m310 bundle computers,,,,29.88,2793,logitech wireless mouse m310 red tendrills mice 910-001920 28.51,,logitech,,
No,634,19840,0,634,jvc marshmallow headphones blue,electronics - general,jvc,hafx35an,15.54,19840,jvc ha-fx35-b soft marshmallow stereo headphones black headphones jvc hafx35b,,,,11.28
No,1547,4788,0,1547,fellowes standard glare filter for 16-17 monitors 39.84,computers,fellowes,93785,,4788,fellowes 48129 standard 16 17 in glare filter traditional tint screen filters 48129 9.99,,fellowes,,
