label_str,ltable_id,rtable_id,label,title_x,authors_x,venue_x,year_x,title_y,authors_y,venue_y,year_y
Yes,1547,457,1,comparative analysis of six xml schema languages,"dongwon lee , wesley w. chu",sigmod record,2000.0,"comparative analysis of six xml schema languages dongwon lee , wesley w. chu acm sigmod record 2000",,,
Yes,1549,1747,1,"the five-minute rule ten years later , and other computer storage rules of thumb sigmod record","jim gray , goetz graefe",,1997.0,"the five-minute rule ten years later , and other computer storage rules of thumb jim gray , goetz graefe 1997",,acm sigmod record,
Yes,1564,1679,1,"dblearn : a system prototype for knowledge discovery in relational databases yue huang , yandong cai , yongjian fu , nick cercone , jiawei han sigmod conference 1994",,,,dblearn : a system prototype for knowledge discovery in relational databases international conference on management of data 1994,"jiawei han , yongjian fu , yue huang , yandong cai , nick cercone",,
Yes,1567,442,1,"counting , enumerating , and sampling of execution plans in a cost-based query optimizer césar a. galindo-legaria , florian waas 2000",,sigmod conference,,"counting , enumerating , and sampling of execution plans in a cost-based query optimizer international conference on management of data","florian waas , c &#233; sar galindo-legaria",,2000.0
Yes,1573,350,1,supporting global user profiles through trusted authorities sigmod record,ibrahim cingil,,2002.0,supporting global user profiles through trusted authorities acm sigmod record 2002,ibrahim cingil,,
Yes,1598,221,1,efficient concurrency control in multidimensional access methods 1999,"sharad mehrotra , kaushik chakrabarti",sigmod conference,,efficient concurrency control in multidimensional access methods 1999,"kaushik chakrabarti , sharad mehrotra",international conference on management of data,
Yes,1618,1283,1,"data staging for on-demand broadcast stanley b. zdonik , demet aksoy , michael j. franklin vldb",,,2001.0,data staging for on-demand broadcast,"demet aksoy , michael j. franklin , stanley b. zdonik",very large data bases,2001.0
Yes,1648,614,1,quickstore : a high performance mapped object store 1995,"seth j. white , david j. dewitt",vldb j.,,"quickstore : a high performance mapped object store seth j. white , david j. dewitt 1995",,the vldb journal -- the international journal on very large data bases,
Yes,1654,450,1,vldb workshop on technologies in e-services ( tes ) 2000,"ming-chien shan , fabio casati , umeshwar dayal",sigmod record,,report on the vldb workshop on technologies for e-services ( tes ) acm sigmod record 2000,"fabio casati , umesh dayal , ming-chien shan",,
Yes,1659,1671,1,the medusa project : autonomous data management in a shared-nothing parallel database machine sigmod conference,"george m. bryan , j. geyer , wayne e. moore , b. j. curry , k. w. lodge",,1994.0,"the medusa project : autonomous data management in a shared-nothing parallel database machine g. m. bryan , w. e. moore , b. j. curry , k. w. lodge , j. geyer 1994",,international conference on management of data,
Yes,1667,16,1,"dbis-toolkit : adaptable middleware for large scale data delivery demet aksoy , mehmet altinel , stanley b. zdonik , thomas baby , william shapiro , michael j. franklin sigmod conference",,,1999.0,"dbis-toolkit : adaptable middleware for large scale data delivery mehmet altinel , demet aksoy , thomas baby , michael franklin , william shapiro , stan zdonik international conference on management of data",,,1999.0
Yes,1671,7,1,"the jungle database search engine linas bukauskas , curtis e. dyreson , michael h. böhlen sigmod conference",,,1999.0,"the jungle database search engine michael b &#246; hlen , linas bukauskas , curtis dyreson",,international conference on management of data,1999.0
Yes,1684,1381,1,"social , educational , and governmental change enabled through information technology vldb","michael eitan , valerie gregg , carlo batini , d. b. phatak , yeha el atfi , krithi ramamritham",,2000.0,"social , educational , and governmental change enabled through information technology very large data bases 2000","krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak",,
Yes,1689,1622,1,parallel database systems in the 1990 's michael j. carey,,sigmod conference,1994.0,parallel database systems in the 1990 's michael j. carey 1994,,international conference on management of data,
Yes,1739,573,1,"xml document versioning carlo zaniolo , vassilis j. tsotras , shu-yao chien sigmod record 2001",,,,"xml document versioning shu yao chien , vassilis j. tsotras , carlo zaniolo 2001",,acm sigmod record,
Yes,1750,1757,1,"asserting beliefs in mls relational models nenad jukic , susan v. vrbsky 1997",,sigmod record,,"asserting beliefs in mls relational models nenad a. jukic , susan v. vrbsky",,acm sigmod record,1997.0
Yes,1769,693,1,"a scalable hash ripple join algorithm peter j. haas , jeffrey f. naughton , gang luo , curt ellmann sigmod conference",,,2002.0,a scalable hash ripple join algorithm 2002,"gang luo , curt j. ellmann , peter j. haas , jeffrey f. naughton",international conference on management of data,
Yes,1773,641,1,an adaptive peer-to-peer network for distributed caching of olap results 2002,"beng chin ooi , dimitris papadias , kian-lee tan , wee siong ng , panos kalnis",sigmod conference,,an adaptive peer-to-peer network for distributed caching of olap results international conference on management of data 2002,"panos kalnis , wee siong ng , beng chin ooi , dimitris papadias , kian-lee tan",,
Yes,1783,2035,1,exchanging intensional xml data 2003,"omar benjelloun , tova milo , serge abiteboul , frederic dang ngoc , bernd amann",sigmod conference,,"exchanging intensional xml data tova milo , serge abiteboul , bernd amann , omar benjelloun , fred dang ngoc",,international conference on management of data,2003.0
Yes,1794,2013,1,peerdb : peering into personal databases sigmod conference,"chu yee liau , aoying zhou , wee siong ng , ming zhang , bo ling , chin hong goh , yanfeng shu , kian-lee tan , yingguang li , xiaoyu wang , beng chin ooi",,2003.0,peerdb : peering into personal databases 2003,"beng chin ooi , kian-lee tan , aoying zhou , chin hong goh , yingguang li , chu yee liau , bo ling , wee siong ng , yanfeng shu , xiaoyu wang , ming zhang",international conference on management of data,
Yes,1808,1979,1,improved histograms for selectivity estimation of range predicates,"eugene j. shekita , viswanath poosala , yannis e. ioannidis , peter j. haas",sigmod conference,1996.0,"improved histograms for selectivity estimation of range predicates viswanath poosala , peter j. haas , yannis e. ioannidis , eugene j. shekita international conference on management of data 1996",,,
Yes,1814,1496,1,upsizing from file server to clent server architectures the access team,,sigmod conference,1995.0,upsizing form file server to client server architectures corporate the access team microsoft international conference on management of data 1995,,,
Yes,1835,184,1,wavelet-based histograms for selectivity estimation sigmod conference 1998,"jeffrey scott vitter , yossi matias , min wang",,,wavelet-based histograms for selectivity estimation international conference on management of data 1998,"yossi matias , jeffrey scott vitter , min wang",,
Yes,1841,397,1,anatomy of a real e-commerce system anant jhingran sigmod conference 2000,,,,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,,,
Yes,1849,2017,1,"timber : a native system for querying xml laks v. s. lakshmanan , stelios paparizos , nuwee wiwatwattana , cong yu , jignesh m. patel , h. v. jagadish , andrew nierman , divesh srivastava , adriane chapman , yuqing wu , shurug al-khalifa sigmod conference",,,2003.0,timber : a native system for querying xml 2003,"stelios paparizos , shurug al-khalifa , adriane chapman , h. v. jagadish , laks v. s. lakshmanan , andrew nierman , jignesh m. patel , divesh srivastava , nuwee wiwatwattana , yuqing wu , cong yu",international conference on management of data,
Yes,1857,759,1,"bringing order to query optimization giedrius slivinskas , richard t. snodgrass , christian s. jensen sigmod record",,,2002.0,"bringing order to query optimization giedrius slivinskas , christian s. jensen , richard thomas snodgrass acm sigmod record 2002",,,
Yes,1879,303,1,"locally adaptive dimensionality reduction for indexing large time series databases kaushik chakrabarti , sharad mehrotra , eamonn j. keogh , michael j. pazzani sigmod conference 2001",,,,locally adaptive dimensionality reduction for indexing large time series databases 2001,"eamonn keogh , kaushik chakrabarti , michael pazzani , sharad mehrotra",international conference on management of data,
Yes,1886,1986,1,"towards effective and efficient free space management marvin h. solomon , michael j. carey , mark l. mcauliffe sigmod conference 1996",,,,"towards effective and efficient free space management mark l. mcauliffe , michael j. carey , marvin h. solomon international conference on management of data 1996",,,
Yes,1887,2078,1,approximate join processing over data streams 2003,"johannes gehrke , abhinandan das , mirek riedewald",sigmod conference,,"approximate join processing over data streams abhinandan das , johannes gehrke , mirek riedewald",,international conference on management of data,2003.0
Yes,1907,1311,1,index structures for selective dissemination of information under the boolean model 1994,"tak w. yan , hector garcia-molina",acm trans . database syst .,,"index structures for selective dissemination of information under the boolean model tak w. yan , h &#233; ctor garc &#237; a-molina acm transactions on database systems ( tods )",,,1994.0
Yes,1909,2079,1,distributed top-k monitoring 2003,"chris olston , brian babcock",sigmod conference,,distributed top-k monitoring 2003,"brian babcock , chris olston",international conference on management of data,
Yes,1928,630,1,"characterization of database access pattern for analytic prediction of buffer hit probability jen-yao chung , asit dan , philip s. yu",,vldb j.,1995.0,"characterization of database access pattern for analytic prediction of buffer hit probability asit dan , philip s. yu , jen yao chung the vldb journal -- the international journal on very large data bases",,,1995.0
Yes,1935,498,1,"report in isdo ' 00 : the caise * 00 workshop on infrastructures for dynamic business-to-business service outsourcinga paul w. p. j. grefen , heiko ludwig 2000",,sigmod record,,report on isdo ' 00 : the caise * 00 workshop on infrastructures for dynamic business-to-business service outsourcing acm sigmod record,"heiko ludwig , paul grefen",,2000.0
Yes,1960,1582,1,"a comparison of three user interfaces to relational microcomputer data bases carl medsker , margaret christensen , il-yeol song sigmod record",,,1995.0,a comparison of three user interfaces to relational microcomputer data bases acm sigmod record 1995,"carl medsker , margaret christensen , il-yeol song",,
Yes,1972,778,1,binding propagation in disjunctive databases vldb 1998,sergio greco,,,binding propagation in disjunctive databases sergio greco,,very large data bases,1998.0
Yes,2003,804,1,context-based prefetch for implementing objects on relations vldb,"philip a. bernstein , david shutt , shankar pal",,1999.0,context-based prefetch for implementing objects on relations 1999,"philip a. bernstein , shankar pal , david shutt",very large data bases,
Yes,2017,19,1,"domino : databases for moving objects tracking jutai zhou , ouri wolfson , sam chamberlain , a. prasad sistla , bo xu sigmod conference",,,1999.0,domino : databases for moving objects tracking international conference on management of data,"ouri wolfson , prasad sistla , bo xu , jutai zhou , sam chamberlain",,1999.0
Yes,2019,1773,1,workshop report on experiences using object data management in the real-world akmal b. chaudhri 1998,,sigmod record,,workshop report on experiences using object data management in the real-world akmal b. chaudhri,,acm sigmod record,1998.0
Yes,2040,687,1,"statistical synopses for graph-structured xml databases minos n. garofalakis , neoklis polyzotis sigmod conference 2002",,,,statistical synopses for graph-structured xml databases 2002,"neoklis polyzotis , minos garofalakis",international conference on management of data,
Yes,2051,1790,1,"exploratory mining and pruning optimizations of constrained association rules alex pang , jiawei han , raymond t. ng , laks v. s. lakshmanan 1998",,sigmod conference,,exploratory mining and pruning optimizations of constrained associations rules,"raymond t. ng , laks v. s. lakshmanan , jiawei han , alex pang",international conference on management of data,1998.0
Yes,2057,1533,1,"datamine - interactive rule discovery system aashu virmani , tomasz imielinski 1995",,sigmod conference,,datamine-interactive rule discovery system international conference on management of data,"t. imielinski , a. virmani",,1995.0
Yes,2076,2032,1,"mapping data in peer-to-peer systems : semantics and algorithmic issues renée j. miller , anastasios kementsietsidis , marcelo arenas sigmod conference 2003",,,,mapping data in peer-to-peer systems : semantics and algorithmic issues international conference on management of data 2003,"anastasios kementsietsidis , marcelo arenas , ren &#233; e j. miller",,
Yes,2098,268,1,the network is the database : data management for highly distributed systems sigmod conference,"michael j. wynblatt , julio c. navas",,2001.0,the network is the database : data management for highly distributed systems international conference on management of data 2001,"julio c. navas , michael wynblatt",,
Yes,2124,966,1,plan-per-tuple optimization solution - parallel execution of expensive user-defined functions 1998,"felipe cariño , william o'connell",vldb,,"plan-per-tuple optimization solution - parallel execution of expensive user-defined functions felipe cari &#241; o , william o'connell very large data bases",,,1998.0
Yes,2129,1114,1,promises and realities of active database systems 1995,"eric simon , angelika kotz dittrich",vldb,,promises and realities of active database systems very large data bases 1995,"eric simon , angelika kotz dittrich",,
Yes,2156,961,1,"nd-sql : a multi-dimensional language for interoperability and olap laks v. s. lakshmanan , frédéric gingras 1998",,vldb,,nd-sql : a multi-dimensional language for interoperability and olap very large data bases 1998,"fr &#233; d &#233; ric gingras , laks v. s. lakshmanan",,
Yes,2253,298,1,stholes : a multidimensional workload-aware histogram sigmod conference 2001,"luis gravano , nicolas bruno , surajit chaudhuri",,,"stholes : a multidimensional workload-aware histogram nicolas bruno , surajit chaudhuri , luis gravano 2001",,international conference on management of data,
Yes,2256,1115,1,"databases and workflow management : what is it all about ? ( panel ) jim gray , betty salzberg , stefano ceri , andreas reuter , gerhard weikum vldb",,,1995.0,"databases and workflow management : what is it all about ? ( panel ) andreas reuter , stefano ceri , jim gray , betty salzberg , gerhard weikum very large data bases 1995",,,
Yes,2271,776,1,wavecluster : a multi-resolution clustering approach for very large spatial databases vldb,"surojit chatterjee , gholamhosein sheikholeslami , aidong zhang",,1998.0,wavecluster : a multi-resolution clustering approach for very large spatial databases,"gholamhosein sheikholeslami , surojit chatterjee , aidong zhang",very large data bases,1998.0
Yes,2284,284,1,ominisearch : a method for searching dynamic content on the web 2001,"henrique paques , ling liu , david buttler , calton pu",sigmod conference,,ominisearch : a method for searching dynamic content on the web international conference on management of data 2001,"david buttler , ling liu , calton pu , henrique paques , wei han , wei tang",,
Yes,2292,1818,1,"an array-based algorithm for simultaneous multidimensional aggregates jeffrey f. naughton , yihong zhao , prasad deshpande 1997",,sigmod conference,,an array-based algorithm for simultaneous multidimensional aggregates,"yihong zhao , prasad m. deshpande , jeffrey f. naughton",international conference on management of data,1997.0
Yes,2299,1326,1,"query engines for web-accessible xml data ramez elmasri , leonidas fegaras vldb 2001",,,,query engines for web-accessible xml data very large data bases 2001,"leonidas fegaras , ramez elmasri",,
Yes,2313,1771,1,"mining fuzzy association rules in databases ada wai-chee fu , man hon wong , chan man kuok sigmod record",,,1998.0,mining fuzzy association rules in databases acm sigmod record 1998,"chan man kuok , ada fu , man hon wong",,
Yes,2330,1056,1,scientific journals : extinction or explosion ? ( panel ) vldb,"gio wiederhold , abraham silberschatz , gerhard rossbach , raghu ramakrishnan , jaco zijlstra , hector garcia-molina",,1995.0,"scientific journals : extinction or explosion ? ( panel ) raghu ramakrishnan , hector garcia-molina , gerhard rossbach , abraham silberschatz , gio wiederhold , jaco zijlstra 1995",,very large data bases,
Yes,2342,1387,1,hypothetical queries in an olap environment vldb,"thanos papadimitriou , andrey balmin , yannis papakonstantinou",,2000.0,"hypothetical queries in an olap environment andrey balmin , thanos papadimitriou , yannis papakonstantinou 2000",,very large data bases,
Yes,2347,1335,1,functional properties of information filtering,"masahiko tsukamoto , shojiro nishio , tsutomu terada , rie sawai , yin-huei loh",vldb,2001.0,functional properties of information filtering,"rie sawai , masahiko tsukamoto , yin-huei loh , tsutomu terada , shojiro nishio",very large data bases,2001.0
Yes,2358,869,1,the challenge of process data warehousing,"matthias jarke , jörg köller , thomas list",vldb,2000.0,the challenge of process data warehousing 2000,"matthias jarke , thomas list , j &#246; rg k &#246; ller",very large data bases,
Yes,2372,993,1,diag-join : an opportunistic join algorithm for 1 : n relationships,"sven helmer , guido moerkotte , till westmann",vldb,1998.0,diag-join : an opportunistic join algorithm for 1 : n relationships very large data bases,"sven helmer , till westmann , guido moerkotte",,1998.0
Yes,2397,1025,1,"selectivity estimation without the attribute value independence assumption viswanath poosala , yannis e. ioannidis 1997",,vldb,,"selectivity estimation without the attribute value independence assumption viswanath poosala , yannis e. ioannidis 1997",,very large data bases,
Yes,2406,1083,1,describing and using query capabilities of heterogeneous sources vldb,"yannis papakonstantinou , vasilis vassalos",,1997.0,describing and using query capabilities of heterogeneous sources,"vasilis vassalos , yannis papakonstantinou",very large data bases,1997.0
Yes,2410,1202,1,"a predicate-based caching scheme for client-server database architectures julie basu , arthur m. keller",,vldb j.,1996.0,a predicate-based caching scheme for client-server database architectures 1996,"arthur m. keller , julie basu",the vldb journal -- the international journal on very large data bases,
Yes,2420,797,1,"an adaptive hybrid server architecture for client caching odbmss m. tamer özsu , kaladhar voruganti , ronald c. unrau",,vldb,1999.0,an adaptive hybrid server architecture for client caching odbmss 1999,"kaladhar voruganti , m. tamer &#214; zsu , ronald c. unrau",very large data bases,
Yes,2450,198,1,mind your vocabulary : query mapping across heterogeneous information sources sigmod conference,"kevin chen-chuan chang , hector garcia-molina",,1999.0,mind your vocabulary : query mapping across heterogeneous information sources international conference on management of data 1999,"chen-chuan k. chang , h &#233; ctor garc &#237; a-molina",,
Yes,2451,539,1,fast incremental maintenance of approximate histograms acm trans . database syst .,"viswanath poosala , phillip b. gibbons , yossi matias",,2002.0,"fast incremental maintenance of approximate histograms phillip b. gibbons , yossi matias , viswanath poosala",,acm transactions on database systems ( tods ),2002.0
Yes,2460,2159,1,very large databases in a commercial application environment vldb 1996,karl-heinz hess,,,very large databases in a commercial application environment very large data bases,karl-heinz hess,,1996.0
Yes,2472,1109,1,metrics for accessing heterogeneous data : is there any hope ? ( panel ) 1995,"michael stonebraker , nicholas j. belkin , gio wiederhold , erich j. neuhold , leonard j. seligman",vldb,,metrics for accessing heterogeneous data : is there any hope ? ( panel ),"leonard j. seligman , nicholas j. belkin , erich j. neuhold , michael stonebraker , gio wiederhold",very large data bases,1995.0
Yes,2483,1553,1,"turmoil at nasa , and numerous funding announcements sigmod record",xiaolei qian,,1995.0,"turmoil at nasa , and numerous funding announcements 1995",xiaolei qian,acm sigmod record,
Yes,2536,337,1,"schemasql : an extension to sql for multidatabase interoperability fereidoon sadri , laks v. s. lakshmanan , subbu n. subramanian acm trans . database syst . 2001",,,,schemasql : an extension to sql for multidatabase interoperability 2001,"laks v. s. lakshmanan , fereidoon sadri , subbu n. subramanian",acm transactions on database systems ( tods ),
Yes,2551,1436,1,"a product specification database for visual prototyping kouichi yasutake , kazutoshi sumiya , yoshihiko imai , hirohiko tanaka , norio sanada vldb",,,1995.0,a product specification database for visual prototyping,"kazutoshi sumiya , kouichi yasutake , hirohiko tanaka , norio sanada , yoshihiko imai",very large data bases,1995.0
Yes,2558,1167,1,concurrency control in hierarchical multidatabase systems,"henry f. korth , abraham silberschatz , sharad mehrotra",vldb j.,1997.0,"concurrency control in hierarchical multidatabase systems sharad mehrotra , henry f. korth , avi silberschatz 1997",,the vldb journal -- the international journal on very large data bases,
Yes,2575,97,1,"the oasis multidatabase prototype john murphy , mark roantree , wilhelm hasselbring sigmod record 1999",,,,the oasis multidatabase prototype acm sigmod record,"mark roantree , john murphy , wilhelm hasselbring",,1999.0
Yes,2597,1982,1,an open storage system for abstract objects sigmod conference,"lukas relly , stephen blott , hans-jörg schek",,1996.0,"an open abstract-object storage system stephen blott , lukas relly , hans-j &#246; rg schek international conference on management of data 1996",,,
Yes,2599,434,1,indexing images in oracle8i sigmod conference,"melliyal annamalai , samuel defazio , rajiv chopra",,2000.0,indexing images in oracle8i,"melliyal annamalai , rajiv chopra , samuel defazio , susan mavris",international conference on management of data,2000.0
Yes,2604,1334,1,"dynamic update cube for range-sum queries seok-ju chun , ju-hong lee , seok-lyong lee , chin-wan chung vldb",,,2001.0,dynamic update cube for range-sum queries very large data bases,"seok-ju chun , chin-wan chung , ju-hong lee , seok-lyong lee",,2001.0
