label_str,ltable_id,rtable_id,label,id_x,title_x,category_x,brand_x,modelno_x,price_x,id_y,title_y,category_y,brand_y,modelno_y,price_y
Yes,2435,20419,1,2435,micro innovations techcool travel cooler,electronics - general,micro innovations,5290100,11.88,20419,techcool travel cooler,,micro innovations,5290100,8.05
Yes,1230,4667,1,1230,maxell mygen usb 4gb auto photo backup,usb drives,maxell,665107,26.88,4667,maxell mygen flash auto backup 4 gb photo my4p black,usb flash drives,maxell,665107,20.25
Yes,108,21709,1,108,imation 26607 rdx cartridge hard drive,hard drives,imation,26607,117.84,21709,imation rdx removable hard disk cartridge 160gb,blank media,imation,26607,108.0
Yes,1121,14109,1,1121,polaroid i1237 red 12.0 mp digital camera w 3x optical zoom 2.7 lcd display,digital cameras,polaroid,cim-1237r,58.88,14109,polaroid cim-1237r 12 mp digital camera with 3x optical zoom red,point shoot digital cameras,polaroid,cim-1237r,58.29
Yes,2324,20693,1,2324,motorola netopia 3346n-ent broadband router,networking,motorola,3346n-ent,103.84,20693,netopia 3346n-ent adsl adsl2 modem 4 port switch,routers,netopia,3346n-ent,107.99
Yes,788,14901,1,788,humminbird 778c hd color fishing system,fishing and boating,humminbird,407930-1,499.46,14901,humminbird 778c hd fishfinder,fishfinders,humminbird,407930-1,
Yes,429,3273,1,429,western digital 2tb my book studio edition ii external hard drive,computers,western digital,wdh2q20000n,199.0,3273,western digital my book studio ii - 2 tb 2 x 1 tb usb 2.0 firewire 800 400 esata desktop external hard drive,external hard drives,western digital,wdh2q20000n,179.99
Yes,2192,3144,1,2192,garmin fishfinder 140 with 4.7-inch display and dual-beam transducer,fish finder,garmin,fishfinder 140,90.8,3144,garmin fishfinder 140 with 4.7-inch display and dual-beam transducer,accessories supplies,garmin,010-00460-00,92.96
Yes,1424,8192,1,1424,nzxt phantom crafted series atx full tower steel chassis black,electronics - general,nzxt,nzxt phantom,139.82,8192,nzxt crafted series atx full tower steel chassis - phantom black,computer cases,nzxt,phantom black,119.99
Yes,902,6661,1,902,midland behind-the-head 2-way radio headset 2-pack,phones,midland,avp-h5,22.27,6661,midland avph5 behind the head headsets pair,headsets microphones,midland,avph5,22.27
Yes,1563,430,1,1563,asus f1a75-m pro amd a75 micro atx motherboard,electronics - general,asus,f1a75-m pro,112.0,430,asus f1a75-m pro - f1 socket - a75 - sata 6gbps and usb 3.0 - matx amd hudson d3 micro atx ddr3 1800 amd - fm1 motherboards,motherboards,asus,f1a75-m pro,109.99
Yes,2132,7358,1,2132,trendnet tu2-etg usb to gigabit ethernet adapter - usb - 1 x rj-45 - 10 100 1000 base-t,networking,trendnet,tu2-etg,34.66,7358,trendnet usb to gigabit ethernet adapter tu2-etg,connectors adapters,trendware,tu2-etg,31.99
Yes,950,15942,1,950,asus 22 lcd monitor vw224t,monitors,asus,vw224t,144.0,15942,asus vw224t - 22-inch wide lcd monitor,monitors,asus,vw224t,144.0
Yes,2378,11830,1,2378,lg 32 class lcd 720p 60hz hdtv 32lk330,electronics : flat panel tv,lg,32lk330,344.0,11830,lg 32lk330 32-inch 720p 60 hz lcd hdtv,tvs,lg,32lk330,
Yes,1066,8297,1,1066,belkin 12 y audio cable,electronics - general,belkin,f8v235-12,4.87,8297,belkin f8v235-12 12-foot y audio cable,audio cables,belkin,f8v235-12,4.86
Yes,1877,2927,1,1877,ivina bulletscan f600 flatbed scanner,electronics - general,ivina,f6002160,798.0,2927,ivina bulletscan f600 usb flatbed color scanner with 30ppm 60ipm auto document feeder supports windows and mac os f6002160,printer accessories,ivina,f6002160,798.0
Yes,1473,3250,1,1473,xantech cpl10 rf ir coupler,stereos/audio,xantech,cpl10,11.88,3250,xantech cpl10 rf ir coupler,audio video accessories,xantech,cpl10,12.0
Yes,1832,432,1,1832,arkon sgt-7ss sun shade for samsung galaxy tab,car stereos,arkon,sgt-7ss,16.88,432,arkon sun shade for samsung galaxy tab,touch screen tablet accessories,arkon,sgt-7ss,16.88
Yes,805,14294,1,805,apricorn 250gb padlock 256-bit hardware-encrypted portable drive,computers,apricorn,a25-pl256-250,109.84,14294,apricorn aegis padlock 250 gb usb 2.0 256-bit encrypted portable external hard drive a25-pl256-250 grey,usb flash drives,apricorn,a25-pl256-250,99.94
Yes,1210,1324,1,1210,verbatim 10-pack 50gb 6x blu-ray double layer recordable disc,mp3 accessories,verbatim,97335,94.88,1324,verbatim 97335 50 gb 6x blu-ray double layer recordable disc bd-r dl 10-disc spindle,bd-r discs,verbatim,97335,71.99
Yes,531,19817,1,531,wireless mobile mouse 6000 bluetrack red,mice,microsoft,mhc-00019,29.88,19817,microsoft wireless mobile mouse 6000 - red,keyboard mouse combos,microsoft,mhc-00019,26.13
Yes,558,5883,1,558,magnavox mdv3000 f7 dvd player w hdmi,dvd players,magnavox,mdv3000/f7,37.54,5883,magnavox mdv3000 f7 up conversion dvd player black,upconverting dvd players,magnavox,mdv3000/f7,37.54
Yes,1643,2779,1,1643,bluelounge cabledrop black,electronics - general,bluelounge,cd-bl,10.0,2779,blue lounge design cd-bl cabledrop cable management system for all cables up to 5 16-inch - black,wire management,bluelounge,cd-bl,9.95
Yes,926,4426,1,926,rolodex petite open tray card file,stationery & office machinery,rolodex,67060,6.47,4426,rolodex 67060 - petite open tray card file holds 125 2 1 4 x 4 cards black,accessories supplies,rolodex,,
Yes,934,13148,1,934,evga geforce 210 512mb ddr3 pci express graphics card,electronics - general,evga,512p31310lr,32.88,13148,evga geforce 210 512 mb ddr3 pci-express 2.0 graphics card video card 512-p3-1310-lr,graphics cards,evga,512-p3-1310-lr,34.88
Yes,1738,20132,1,1738,kodak white paper cd dvd sleeves 500 pack,mp3 accessories,kodak,70554,16.99,20132,kodak 70554 paper sleeves 500 pack,disc storage wallets,kodak,70554,16.99
Yes,1365,18372,1,1365,los angeles lakers ipod touch 4g hard case,electronics - general,tribeca,fva4614,29.99,18372,los angeles lakers ipod touch 4g hard case,computers accessories,tribeca,,29.99
Yes,1193,4493,1,1193,ape case ac165 digital camera case,photography - general,ape case,ac165,12.85,4493,ape case small digital camera bag ac165,cases bags,norazza,ac165,12.85
Yes,1539,4756,1,1539,lexar platinum ii 16gb sd sdhc memory card,usb drives,lexar,lsd16gbsbna100,32.98,4756,lexar platinum ii 16 gb 100x sd sdhc flash memory card lsd16gbsbna100,blank media,lexar,lsd16gbsbna100,27.98
Yes,151,691,1,151,neatreceipts portable mobile sheetfed scanner,computers,neatreceipts,00346neat,199.98,691,neatreceipts mobile scanner and digital filing system,scanners,neat receipts,00346,199.0
Yes,1609,2509,1,1609,creative labs sound blaster x-fi go pro sound board,electronics - general,creative labs,sb1290,39.99,2509,creative soundblaster x-fi go pro usb audio system with thx sb1290,,creative,sb1290,33.51
Yes,181,12012,1,181,amzer 10 neoprene reversible sleeve carry case ebony black sea green,electronics - general,amzer,90805,16.88,12012,amzer neoprene sleeve 10-inch reversible carry case cover - ebony black sea green amz90805,bags cases,amzer,amz90805,16.88
Yes,709,1096,1,709,griffin ipod touch 4g screen care kit 3 pack,mp3 accessories,arkon,gb01913,13.3,1096,griffin gb01913 screen care kit for ipod touch 4g 3 pack,cases,griffin technology,gb01913,11.17
Yes,2543,2533,1,2543,cooler master 120mm silent blade master fan,electronics - general,coolermaster,r4-bmbs-20pk-r0,15.88,2533,cooler master blademaster 120mm pwm high air flow silent case fan r4-bmbs-20pk-r0,case fans,cooler master,r4-bmbs-20pk-r0,9.77
Yes,832,4597,1,832,mukii tip-pu301cb 2-port usb 3.0 expresscard,electronics - general,mukii,tip-pu301cb,32.0,4597,mukii transimp tip-pu301cb usb 3.0 2 port express card adapter,memory card adapters,mukii,tip-pu301cb,29.99
Yes,222,1354,1,222,uniden 1360bk desktop corded phone with caller id black,electronics - general,uniden,1360bk,23.98,1354,uniden 1360bk desktop corded telephone black one phone,corded telephones,uniden,1360bk,19.9
Yes,1573,5415,1,1573,startech 3 slim 3.5 mm right angle stereo audio cable m m,electronics - general,startech,mu3mms2ra,7.88,5415,startech.com mu3mms2ra slim 3.5 mm right angle stereo audio cable - m m 3 feet,connectors adapters,startech,mu3mms2ra,4.49
Yes,2021,17374,1,2021,crown cushion-step rubber mat 36 x 72 marbleized black,home care,crown,cu3672bk,194.97,17374,crown cu3672bk - cushion-step mat rubber 36 x 72 marbleized black,distribution,crown,,
Yes,1136,17383,1,1136,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,pvr135h1,1069.0,17383,cinegray prime vision series fixed frame screen - 135 diagonal,projection screens,elite,,1069.0
Yes,2344,6970,1,2344,hp scanjet 5590 digital flatbed scanner,printers,hp,hp sj5590,273.99,6970,hp scanjet 5590 digital flatbed scanner,scanners,hp,l1910a #b1h,240.99
Yes,500,12544,1,500,cobra highgear noise-canceling external speaker,stereos/audio,cobra,hg-s300,17.03,12544,cobra hg s300 highgear external noise-cancelling speaker,speakers,cobra,hg s300,17.03
Yes,1338,17543,1,1338,smead 5 expansion end tab file pockets w tyvek straight letter manila 10 box,stationery & office machinery,,75174,37.94,17543,smead 75174 - 5 1 4 inch expansion end tab file pockets with tyvek letter manila 10 box,,smead,,
Yes,594,20843,1,594,uniden d2998 dect 6.0 loud and clear digital answering system with cordless handset,electronics - general,uniden,d2998,79.93,20843,new-uniden d2998 dect 6.0 loud clear big button corded cordless phone with caller id digital answering machine - unnd2998,cordless telephones,uniden,,93.99
Yes,857,7347,1,857,trendnet tew-690ap wireless n access point,networking,trendnet,tew-690ap,139.82,7347,trendnet 450 mbps wireless n access point tew-690ap black,wireless access points,trendnet,tew-690ap,119.99
Yes,1137,4429,1,1137,cooler master hyper tx 3 with intel amd support,electronics - general,coolermaster,rr-910-htx3-g1,19.99,4429,cooler master rr-910-htx3-g1 130-watt 92mm hyper tx3 cpu cooler for 775 1156 amd am2 am3,computers accessories,cooler master,rr-910-htx3-g1,19.97
Yes,1863,21325,1,1863,lexar media ljdff2gbasbna 2gb jumpdrive firefly usb 2.0 flash drive,usb drives,lexar media,ljdff2gbasbna,13.88,21325,lexar jumpdrive firefly 2 gb usb 2.0 flash drive ljdff2gbasbna black,computer accessories,lexar,ljdff2gbasbna,7.99
Yes,938,15252,1,938,viewsonic pro8500 dlp projector,electronics - general,viewsonic,pro8500,1518.0,15252,viewsonic pro8500 xga dlp projector - 120hz 3d ready 5000 lumens 3000 1 dcr,video projectors,viewsonic,pro8500,1518.0
Yes,2139,101,1,2139,agf blackberry torch 9800 9810 endo grt case black black,electronics - general,agf,ha0435-m005,25.88,101,agf ha0435-m005 case for blackberry torch 9800 and 9810 endo grt - 1 pack - retail packaging - black,cases,agf,ha0435-m005,23.93
Yes,2305,10515,1,2305,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,hd527b3,84.98,10515,clickfree automatic backup c2 500 gb usb 3.0 portable external hard drive 527b3 piano black,computers accessories,clickfree,527b3,99.72
Yes,2267,2527,1,2267,cooler master storm 17 sf-19 laptop cooler,electronics - general,coolermaster,sga-6000-kkyf1,83.75,2527,cooler master storm sf 19 17 laptop cooler with usb 3.0 sga-6000-kkyf1,computers accessories,cooler master,sga-6000-kkyf1,79.99
Yes,57,13302,1,57,vantec nexstar se 2.5 sata hard drive rack,electronics - general,vantec,mrk-515st,10.74,13302,vantec nexstar se 2.5-inch sata hard drive rack mrk-515st black,computers accessories,vantec,mrk-515st,10.74
Yes,688,4783,1,688,kodak easyshare m530 red 12mp digital camera w 3x optical zoom 2.7 lcd w 50 bonus prints,digital cameras,kodak,m530 red,99.54,4783,kodak easyshare m530 12 mp digital camera with 3x wide angle optical zoom and 2.7-inch lcd red,point shoot digital cameras,kodak,easyshare m530 red,99.99
Yes,1932,9095,1,1932,hp 56 black inkjet cartridge c6656an,printers,hp,c6656an,23.97,9095,genuine hp 56 c6656an black inkjet print cartridge,inkjet printer ink,hp,c6656an,24.19
Yes,2237,1696,1,2237,verbatim 4.7 gb 16x dvd-r whilte inkjet printable 50 packs spindle disc,mp3 accessories,verbatim,95079,16.14,1696,verbatim 95079 4.7 gb up to 16x datalifepluswhite inkjet printablehub printable recordable disc dvd-r 50-disc spindle,cd-r discs,verbatim,95079,16.14
Yes,723,9675,1,723,razer orochi bluetooth laser gaming mouse - rz01-00300100-r3u1,mice,razer,rz01-00300100-r3u1,69.84,9675,razer orochi elite mobile gaming mouse,gaming mice,razer,rz01-00300100-r3u1,57.99
Yes,1952,1769,1,1952,pc treasures clickit classic mouse black,mice,pc treasures,07667,16.8,1769,pc treasures clickit classic mouse - black 07667,mice,pc treasures,07667,16.8
Yes,537,790,1,537,logitech ultimate ears 700 earphones,electronics - general,logitech,985-000172,228.0,790,logitech ultimate ears 700 noise-isolating earphones - dark silver,headphones,ultimate ears,985-000172,141.99
Yes,734,5991,1,734,acer diamond black 11.6 aspire one 722-bz197 laptop pc with amd dual-core c-50 processor and windows 7 home premium,laptop computers,acer,lu.sft02 .068,288.0,5991,acer aspire one 722-bz197 netbook - black,netbooks,acer,lu.sft02 .068,307.65
Yes,1262,12734,1,1262,manfrotto unica v dslr messenger bag,photography - general,manfrotto,mb-sm390-5bc,89.99,12734,manfrotto mb sm390-5bc unica v messenger bag brown,cases bags,manfrotto,mb sm390-5bc,89.89
Yes,2248,8368,1,2248,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,tv accessories,arrowmounts,am-p16b,39.99,8368,arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black,tv mounts,arrowmounts,am-p16b,37.26
Yes,312,13299,1,312,vantec 2 1 sata 6g and pata pci-e combo host card w raid,electronics - general,vantec,ugt-is602r,40.33,13299,vantec 2 1 sata 6g and pata pci-e combo host card with raid black,computers accessories,vantec,ugt-is602r,40.33
Yes,1391,2976,1,1391,inland pro 8-sheet paper shredder,stationery & office machinery,inland,05302,47.54,2976,inland pro 8-sheet paper shredder 05302,shredders,inland,05302,47.54
Yes,97,15904,1,97,lacie firewire 800 expresscard 34,electronics - general,lacie,lac130992,45.0,15904,lacie fw 800 expresscard 34,computers accessories,lacie,130992,44.24
Yes,91,17687,1,91,da-lite deluxe anti-sway brace for fast fold deluxe screens,electronics - general,da-lite,93605,132.99,17687,deluxe anti-sway brace for fast fold deluxe screens,projection screens,da-lite,,132.99
Yes,2503,20051,1,2503,siig 1-port serial pc card,electronics - general,siig,jj-pcm012-s3,59.99,20051,1port rs-232 pcmcia 16650 serial pc card,computers accessories,siig,jj-pcm012-s3,50.15
Yes,86,7610,1,86,samsung 33-0525-05 samsung fasciante i500 oem multimedia dock,electronics - general,samsung,33-0525-05,29.88,7610,samsung 33-0525-05 samsung fasciante i500 oem multimedia dock,accessories supplies,samsung,,47.1
Yes,148,18936,1,148,xerox 108r00579 transfer roller,printers,xerox,108r00579,199.88,18936,xerox 108r00579 transfer roller for xerox phaser 7750 laser printer,printer roll holders,xerox,108r00579,153.57
Yes,159,9709,1,159,powermat wireless charging receiver for blackberry torch,phone accessories,powermat,prl01-001-us,23.88,9709,powermat prl01-001-us receiver door for blackberry torch - charger - retail packaging - black,chargers,powermat,prl01-001-us,29.99
Yes,1031,13438,1,1031,sony 39 lightweight camera and camcorder tripod vct-r100,camera and camcorder accessories,sony,vctr100,24.54,13438,sony vct-r100 lightweight compact tripod with 3-way pan tilt head,digital camera accessories,sony,vctr100,24.54
Yes,2394,13251,1,2394,western digital 750gb my passport essential se usb 3.0 silver portable hard drive,hard drives,western digital,wdbacx7500asl-nesn,96.98,13251,western digital my passport essential se 750 gb usb 3.0 2.0 ultra portable external hard drive silver,external hard drives,western digital,wdbacx7500asl-nesn,79.0
Yes,315,7705,1,315,pny 8gb micro slide attache usb flash drive - silver,usb drives,pny,p-fdu8gbsl-ef / sil,14.84,7705,pny micro slide attache 8 gb usb 2.0 flash drive p-fdu8 gbsl-ef sil silver,usb flash drives,pny,p-fdu8gbsl-ef / sils2,14.25
Yes,346,8304,1,346,belkin pro series 6 usb 2.0 5-pin min-b cable,electronics - general,belkin,f3u138-06,6.07,8304,belkin f3u138-06 pro series usb 5-pin mini-b cable 6-feet,usb cables,belkin,f3u138-06,5.05
Yes,448,13173,1,448,ematic full-motion wall mount kit for 37 tv with 6ft hdmi cable 15ft hdmi cable cleaning solution cleaning cloth emw5001,tv accessories,ematic,emw5001,84.0,13173,ematic emw5001 full-motion wall mount kit for 37-inch to 50-inch tv with 6-feet and 15-feet hdmi cable cleaning solution and cleaning cloth,tv mounts,ematic,emw5001,79.99
Yes,336,20174,1,336,xerox 108r00657 extended-capacity maintenance kit for work centre c2424,printers,xerox,108r00657,154.84,20174,extended capacity maintenance kit workcentre c2424,printer accessories,tektronix,108r00657,154.84
Yes,2213,21798,1,2213,clarion 3.5 mm stereo mini-jack to rca extension cable 40,car stereos,clarion,ccaaux,29.99,21798,clarion ccaaux female 3.5 mm stereo mini-jack to male rca extension cable with integrated cover,audio video accessories,clarion,ccaaux,23.99
Yes,705,12895,1,705,jvc lightweight folding headphones with bass boost black,electronics - general,jvc,has600b,49.95,12895,jvc has600b light weight headphones black,headphones,jvc,has600b,28.58
Yes,1070,18620,1,1070,chicago cubs pink iphone 4 hard case,electronics - general,tribeca,fva4424,29.99,18620,chicago cubs pink iphone 4 hard case,computers accessories,tribeca,,23.99
Yes,2479,10669,1,2479,microsoft lifecam studio 1080p usb hd webcam q2f-00001,electronics - general,microsoft,q2f00001,57.82,10669,microsoft lifecam studio 1080p hd webcam gray,webcams,microsoft,q2f-00001,61.25
Yes,1591,3205,1,1591,dymo labelmanager 260p,stationery & office machinery,dymo,1754490,59.97,3205,dymo labelmanager 260p,label makers,dymo,260p,
Yes,1901,10882,1,1901,inland pro dual lcd monitor arm black,monitors,inland,05321,89.0,10882,inland pro dual lcd monitor arm black 05321,monitor arms stands,inland pro,05321,89.0
Yes,1282,1240,1,1282,d-link systems powerline av 4-port switch starter kit dhp-347av,networking,d-link,dhp-347av,112.0,1240,d-link systems powerline av 4-port switch starter kit dhp-347av,powerline network adapters,d-link,dhp-347av,117.2
Yes,765,15415,1,765,startech 2 port pci express superspeed usb 3.0 card adapter,electronics - general,startech,pexusb3s2,39.98,15415,startech.com 2 port pci express superspeed usb 3.0 card adapter pexusb3s2,hubs,startech,pexusb3s2,29.99
Yes,1966,656,1,1966,cables unlimited 15 usb 2.0 a to b cable clear,electronics - general,cables unlimited,usb-5010-05m,8.88,656,cables unlimited usb-5010-05m 15-foot usb 2.0 clear a to b cable,usb cables,cables unlimited,usb-5010-05m,4.86
Yes,1451,4719,1,1451,logitech 920-003198 mk100 classic desktop usb ps 2 compact design,electronics - general,logitech,920-003198,17.88,4719,logitech classic desktop mk100 920-003198,keyboard mouse combos,logitech,920-003198,19.99
Yes,1866,14359,1,1866,samsung clp-500rb opc drum,printers,samsung,clp-500rb,199.88,14359,samsung opc drum for clp-500 series clp-500rb xaa,,samsung,clp-500rb / xaa,156.44
Yes,107,12090,1,107,targus 17 groove backpack for laptops black,electronics - general,targus,cvr617,37.88,12090,targus groove backpack case designed for 17 inch laptops cvr617 black,laptop netbook computer accessories,targus,cvr617,34.99
Yes,936,14004,1,936,vizio 42 ultra-slim m420sv,television,vizio,m420sv,697.54,14004,vizio m420sv 42 inch class edge lit razor led lcd hdtv with vizio internet apps,tvs,vizio,m420sv,728.0
Yes,1975,8180,1,1975,pc treasures pocketpro 11.6 netbook case red,laptop computers,pc treasures,07068,15.88,8180,pc treasures 11.6-inch pocketpro netbook case - red,bags cases,pc treasures,07068,10.55
Yes,2297,10869,1,2297,da-lite medium oak veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format,electronics - general,da-lite,73171,167.99,10869,medium oak veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal,projection screens,da-lite,,
